//X;Y;Z;Nx;Ny;Nz
406.00;146.10;18.95;-0.836939;0.362726;-0.409833
406.15;146.48;18.97;-0.836939;0.362726;-0.409833
406.17;146.96;19.35;-0.836939;0.362726;-0.409833
405.86;146.20;19.32;-0.836939;0.362726;-0.409833
406.73;146.33;17.65;-0.836939;0.362726;-0.409833
406.58;147.17;18.70;-0.836939;0.362726;-0.409833
406.69;146.69;18.07;-0.836939;0.362726;-0.409833
406.84;146.16;17.30;-0.836939;0.362726;-0.409833
406.86;147.53;18.46;-0.836939;0.362726;-0.409833
406.17;146.02;18.52;-0.836939;0.362726;-0.409833
406.73;147.09;18.32;-0.836939;0.362726;-0.409833
406.62;147.77;19.16;-0.836939;0.362726;-0.409833
406.74;148.46;19.52;-0.836939;0.362726;-0.409833
406.33;146.41;18.55;-0.836939;0.362726;-0.409833
406.53;148.07;19.60;-0.836939;0.362726;-0.409833
406.41;147.69;19.52;-0.836939;0.362726;-0.409833
406.74;148.15;19.25;-0.836939;0.362726;-0.409833
406.32;146.85;18.95;-0.836939;0.362726;-0.409833
406.88;146.71;17.69;-0.836939;0.362726;-0.409833
406.33;145.97;18.15;-0.836939;0.362726;-0.409833
406.68;147.54;18.84;-0.836939;0.362726;-0.409833
406.52;146.77;18.47;-0.836939;0.362726;-0.409833
406.01;146.57;19.35;-0.836939;0.362726;-0.409833
406.93;148.17;18.86;-0.836939;0.362726;-0.409833
406.93;148.49;19.15;-0.836939;0.362726;-0.409833
406.53;146.31;18.05;-0.836939;0.362726;-0.409833
406.33;147.33;19.36;-0.836939;0.362726;-0.409833
406.66;145.80;17.35;-0.836939;0.362726;-0.409833
406.49;145.87;17.74;-0.836939;0.362726;-0.409833
407.65;150.45;19.25;-0.856674;0.310255;-0.412130
408.14;151.37;18.92;-0.856674;0.310255;-0.412130
408.00;150.99;18.93;-0.856674;0.310255;-0.412130
407.79;149.26;18.06;-0.856674;0.310255;-0.412130
407.52;150.59;19.62;-0.856674;0.310255;-0.412130
407.93;149.67;18.06;-0.856674;0.310255;-0.412130
407.51;150.07;19.25;-0.856674;0.310255;-0.412130
407.29;149.86;19.56;-0.856674;0.310255;-0.412130
407.40;149.66;19.17;-0.856674;0.310255;-0.412130
407.93;149.15;17.67;-0.856674;0.310255;-0.412130
407.14;149.47;19.58;-0.856674;0.310255;-0.412130
407.78;150.86;19.28;-0.856674;0.310255;-0.412130
408.14;150.52;18.29;-0.856674;0.310255;-0.412130
407.53;149.53;18.80;-0.856674;0.310255;-0.412130
408.13;149.46;17.50;-0.856674;0.310255;-0.412130
408.18;150.18;17.94;-0.856674;0.310255;-0.412130
407.92;150.31;18.59;-0.856674;0.310255;-0.412130
408.19;152.06;19.35;-0.856674;0.310255;-0.412130
408.19;149.17;17.15;-0.856674;0.310255;-0.412130
407.66;151.00;19.65;-0.856674;0.310255;-0.412130
408.15;149.82;17.72;-0.856674;0.310255;-0.412130
407.72;150.19;18.91;-0.856674;0.310255;-0.412130
407.89;150.60;18.87;-0.856674;0.310255;-0.412130
408.12;150.83;18.55;-0.856674;0.310255;-0.412130
407.93;151.27;19.29;-0.856674;0.310255;-0.412130
407.73;149.88;18.66;-0.856674;0.310255;-0.412130
407.33;149.20;18.96;-0.856674;0.310255;-0.412130
407.93;150.00;18.32;-0.856674;0.310255;-0.412130
407.52;149.18;18.55;-0.856674;0.310255;-0.412130
407.73;149.52;18.37;-0.856674;0.310255;-0.412130
408.15;151.70;19.14;-0.856674;0.310255;-0.412130
405.52;146.33;20.24;-0.859614;0.371934;-0.350327
405.93;147.23;20.17;-0.859614;0.371934;-0.350327
406.32;148.40;20.47;-0.859614;0.371934;-0.350327
406.46;148.78;20.52;-0.859614;0.371934;-0.350327
405.51;146.61;20.54;-0.859614;0.371934;-0.350327
405.71;146.26;19.69;-0.859614;0.371934;-0.350327
406.08;147.62;20.22;-0.859614;0.371934;-0.350327
405.71;146.96;20.42;-0.859614;0.371934;-0.350327
405.73;146.69;20.10;-0.859614;0.371934;-0.350327
405.86;147.40;20.52;-0.859614;0.371934;-0.350327
406.11;147.97;20.52;-0.859614;0.371934;-0.350327
407.29;150.46;20.07;-0.880462;0.319755;-0.350063
407.40;151.11;20.41;-0.880462;0.319755;-0.350063
407.26;150.73;20.41;-0.880462;0.319755;-0.350063
406.83;149.51;20.36;-0.880462;0.319755;-0.350063
407.08;150.16;20.35;-0.880462;0.319755;-0.350063
407.01;149.55;19.96;-0.880462;0.319755;-0.350063
407.13;149.94;20.01;-0.880462;0.319755;-0.350063
407.53;151.51;20.42;-0.880462;0.319755;-0.350063
407.72;152.25;20.63;-0.880462;0.319755;-0.350063
408.03;152.99;20.47;-0.897533;0.267633;-0.350437
408.43;153.93;20.14;-0.897533;0.267633;-0.350437
408.21;153.11;20.09;-0.897533;0.267633;-0.350437
408.33;153.52;20.09;-0.897533;0.267633;-0.350437
408.41;154.22;20.41;-0.897533;0.267633;-0.350437
408.53;154.61;20.39;-0.897533;0.267633;-0.350437
408.13;153.40;20.52;-0.897533;0.267633;-0.350437
407.88;152.60;20.54;-0.897533;0.267633;-0.350437
408.11;152.71;20.03;-0.897533;0.267633;-0.350437
408.23;153.80;20.55;-0.897533;0.267633;-0.350437
409.13;156.97;20.45;-0.912378;0.211879;-0.350249
409.00;156.58;20.57;-0.912378;0.211879;-0.350249
409.08;156.05;20.04;-0.912378;0.211879;-0.350249
409.32;157.27;20.15;-0.912378;0.211879;-0.350249
409.26;156.88;20.07;-0.912378;0.211879;-0.350249
408.89;155.80;20.37;-0.912378;0.211879;-0.350249
409.18;157.36;20.57;-0.912378;0.211879;-0.350249
408.93;156.19;20.50;-0.912378;0.211879;-0.350249
409.13;155.77;19.74;-0.912378;0.211879;-0.350249
409.13;156.47;20.16;-0.912378;0.211879;-0.350249
409.43;158.20;20.42;-0.912378;0.211879;-0.350249
409.36;157.78;20.37;-0.912378;0.211879;-0.350249
409.63;159.01;20.40;-0.923153;0.157816;-0.350547
409.70;159.84;20.57;-0.923153;0.157816;-0.350547
409.83;160.62;20.57;-0.923153;0.157816;-0.350547
409.81;160.22;20.45;-0.923153;0.157816;-0.350547
409.94;160.99;20.45;-0.923153;0.157816;-0.350547
409.99;160.57;20.14;-0.923153;0.157816;-0.350547
409.99;161.44;20.52;-0.923153;0.157816;-0.350547
410.05;161.84;20.55;-0.923153;0.157816;-0.350547
409.88;159.69;20.04;-0.923153;0.157816;-0.350547
409.78;159.28;20.12;-0.923153;0.157816;-0.350547
409.94;160.12;20.07;-0.923153;0.157816;-0.350547
409.67;159.43;20.49;-0.923153;0.157816;-0.350547
410.35;163.05;20.19;-0.931228;0.101367;-0.350055
410.33;163.45;20.35;-0.931228;0.101367;-0.350055
410.20;162.64;20.46;-0.931228;0.101367;-0.350055
410.32;163.84;20.49;-0.931228;0.101367;-0.350055
410.35;162.66;20.08;-0.931228;0.101367;-0.350055
410.20;163.06;20.57;-0.931228;0.101367;-0.350055
410.34;164.27;20.56;-0.931228;0.101367;-0.350055
410.52;166.05;20.54;-0.935625;0.045545;-0.350046
410.60;168.05;20.57;-0.935625;0.045545;-0.350046
410.53;166.45;20.56;-0.935625;0.045545;-0.350046
410.60;167.65;20.53;-0.935625;0.045545;-0.350046
410.54;165.65;20.43;-0.935625;0.045545;-0.350046
410.59;167.25;20.50;-0.935625;0.045545;-0.350046
410.68;165.75;20.06;-0.935625;0.045545;-0.350046
410.71;166.15;20.03;-0.935625;0.045545;-0.350046
410.59;166.84;20.44;-0.935625;0.045545;-0.350046
410.72;166.56;20.07;-0.935625;0.045545;-0.350046
410.99;169.58;19.67;-0.936656;0.008848;-0.350140
410.83;169.46;20.09;-0.936656;0.008848;-0.350140
410.85;169.06;20.02;-0.936656;0.008848;-0.350140
410.99;169.13;19.65;-0.936656;0.008848;-0.350140
410.73;169.73;20.37;-0.936656;0.008848;-0.350140
410.68;169.27;20.49;-0.936656;0.008848;-0.350140
410.86;169.86;20.01;-0.936656;0.008848;-0.350140
410.92;167.50;19.66;-0.935625;0.045545;-0.350046
410.68;168.86;20.48;-0.935625;0.045545;-0.350046
410.80;168.63;20.13;-0.935625;0.045545;-0.350046
410.83;165.85;19.68;-0.935625;0.045545;-0.350046
410.90;167.08;19.65;-0.935625;0.045545;-0.350046
410.87;166.66;19.66;-0.935625;0.045545;-0.350046
410.75;167.40;20.10;-0.935625;0.045545;-0.350046
410.65;168.46;20.49;-0.935625;0.045545;-0.350046
410.94;168.74;19.75;-0.935625;0.045545;-0.350046
410.75;167.80;20.15;-0.935625;0.045545;-0.350046
410.94;168.33;19.71;-0.935625;0.045545;-0.350046
410.94;167.91;19.65;-0.935625;0.045545;-0.350046
410.75;166.98;20.05;-0.935625;0.045545;-0.350046
410.78;168.22;20.12;-0.935625;0.045545;-0.350046
410.86;166.26;19.65;-0.935625;0.045545;-0.350046
410.54;163.01;19.67;-0.931228;0.101367;-0.350055
410.58;164.89;20.11;-0.931228;0.101367;-0.350055
410.48;163.66;20.03;-0.931228;0.101367;-0.350055
410.64;165.32;20.06;-0.931228;0.101367;-0.350055
410.49;162.60;19.68;-0.931228;0.101367;-0.350055
410.46;164.04;20.17;-0.931228;0.101367;-0.350055
410.81;165.45;19.65;-0.931228;0.101367;-0.350055
410.63;163.84;19.67;-0.931228;0.101367;-0.350055
410.73;165.04;19.76;-0.931228;0.101367;-0.350055
410.52;164.45;20.14;-0.931228;0.101367;-0.350055
410.49;165.21;20.43;-0.931228;0.101367;-0.350055
410.68;164.25;19.66;-0.931228;0.101367;-0.350055
410.71;164.65;19.68;-0.931228;0.101367;-0.350055
410.57;163.44;19.70;-0.931228;0.101367;-0.350055
410.24;160.98;19.67;-0.923153;0.157816;-0.350547
410.14;161.38;20.10;-0.923153;0.157816;-0.350547
410.04;159.77;19.66;-0.923153;0.157816;-0.350547
410.14;162.23;20.48;-0.923153;0.157816;-0.350547
410.38;161.80;19.67;-0.923153;0.157816;-0.350547
410.10;160.97;20.05;-0.923153;0.157816;-0.350547
410.45;162.20;19.65;-0.923153;0.157816;-0.350547
410.23;161.84;20.07;-0.923153;0.157816;-0.350547
410.31;162.24;20.04;-0.923153;0.157816;-0.350547
409.91;158.99;19.65;-0.923153;0.157816;-0.350547
410.31;161.38;19.66;-0.923153;0.157816;-0.350547
410.11;160.17;19.65;-0.923153;0.157816;-0.350547
409.93;159.38;19.76;-0.923153;0.157816;-0.350547
410.14;160.59;19.76;-0.923153;0.157816;-0.350547
409.44;156.96;19.66;-0.912378;0.211879;-0.350249
409.54;158.04;20.05;-0.912378;0.211879;-0.350249
409.71;158.15;19.67;-0.912378;0.211879;-0.350249
409.34;156.57;19.68;-0.912378;0.211879;-0.350249
409.82;158.59;19.65;-0.912378;0.211879;-0.350249
409.53;157.35;19.65;-0.912378;0.211879;-0.350249
409.62;157.75;19.65;-0.912378;0.211879;-0.350249
409.25;156.16;19.66;-0.912378;0.211879;-0.350249
409.64;158.45;20.03;-0.912378;0.211879;-0.350249
409.73;158.85;20.04;-0.912378;0.211879;-0.350249
409.54;158.61;20.39;-0.912378;0.211879;-0.350249
409.46;157.63;20.00;-0.912378;0.211879;-0.350249
408.66;155.00;20.37;-0.897533;0.267633;-0.350437
408.74;155.40;20.47;-0.897533;0.267633;-0.350437
408.33;153.01;19.71;-0.897533;0.267633;-0.350437
409.06;155.39;19.65;-0.897533;0.267633;-0.350437
408.69;154.16;19.65;-0.897533;0.267633;-0.350437
408.83;155.11;20.03;-0.897533;0.267633;-0.350437
408.93;154.97;19.66;-0.897533;0.267633;-0.350437
408.54;153.80;19.77;-0.897533;0.267633;-0.350437
408.23;152.60;19.65;-0.897533;0.267633;-0.350437
408.58;154.31;20.03;-0.897533;0.267633;-0.350437
408.80;154.57;19.68;-0.897533;0.267633;-0.350437
408.46;153.38;19.65;-0.897533;0.267633;-0.350437
408.93;155.52;20.07;-0.897533;0.267633;-0.350437
408.71;154.73;20.03;-0.897533;0.267633;-0.350437
407.43;150.83;20.06;-0.880462;0.319755;-0.350063
407.68;151.89;20.42;-0.880462;0.319755;-0.350063
408.07;152.22;19.72;-0.880462;0.319755;-0.350063
407.92;152.36;20.22;-0.880462;0.319755;-0.350063
407.59;151.22;20.02;-0.880462;0.319755;-0.350063
407.74;151.61;20.01;-0.880462;0.319755;-0.350063
407.33;150.21;19.75;-0.880462;0.319755;-0.350063
407.86;152.00;20.05;-0.880462;0.319755;-0.350063
407.94;151.82;19.69;-0.880462;0.319755;-0.350063
407.79;151.39;19.67;-0.880462;0.319755;-0.350063
406.53;148.37;19.90;-0.859614;0.371934;-0.350327
406.31;148.10;20.17;-0.859614;0.371934;-0.350327
406.63;149.20;20.55;-0.859614;0.371934;-0.350327
406.19;147.41;19.73;-0.859614;0.371934;-0.350327
406.60;148.71;20.11;-0.859614;0.371934;-0.350327
406.78;148.79;19.74;-0.859614;0.371934;-0.350327
405.86;146.64;19.72;-0.859614;0.371934;-0.350327
406.93;149.16;19.77;-0.859614;0.371934;-0.350327
406.73;149.09;20.17;-0.859614;0.371934;-0.350327
406.02;147.04;19.75;-0.859614;0.371934;-0.350327
406.29;147.81;19.90;-0.859614;0.371934;-0.350327
406.97;147.91;18.56;-0.836939;0.362726;-0.409833
407.91;148.71;17.36;-0.836939;0.362726;-0.409833
407.02;146.17;16.93;-0.836939;0.362726;-0.409833
407.36;147.39;17.31;-0.836939;0.362726;-0.409833
407.39;147.91;17.71;-0.836939;0.362726;-0.409833
407.13;147.80;18.14;-0.836939;0.362726;-0.409833
406.99;147.41;18.09;-0.836939;0.362726;-0.409833
407.37;148.79;18.52;-0.836939;0.362726;-0.409833
407.76;148.79;17.74;-0.836939;0.362726;-0.409833
407.13;148.85;19.07;-0.836939;0.362726;-0.409833
407.28;148.40;18.36;-0.836939;0.362726;-0.409833
407.51;147.77;17.35;-0.836939;0.362726;-0.409833
407.14;146.55;17.02;-0.836939;0.362726;-0.409833
407.23;147.52;17.69;-0.836939;0.362726;-0.409833
407.13;148.54;18.79;-0.836939;0.362726;-0.409833
407.49;147.28;16.94;-0.836939;0.362726;-0.409833
407.66;147.66;16.94;-0.836939;0.362726;-0.409833
407.09;146.80;17.34;-0.836939;0.362726;-0.409833
408.13;148.78;16.96;-0.836939;0.362726;-0.409833
407.50;148.52;18.01;-0.836939;0.362726;-0.409833
407.60;148.90;18.15;-0.836939;0.362726;-0.409833
407.13;147.14;17.56;-0.836939;0.362726;-0.409833
407.33;146.91;16.94;-0.836939;0.362726;-0.409833
407.09;149.11;19.37;-0.836939;0.362726;-0.409833
407.34;148.15;18.03;-0.836939;0.362726;-0.409833
407.82;148.04;16.94;-0.836939;0.362726;-0.409833
406.84;145.78;16.96;-0.836939;0.362726;-0.409833
406.91;147.04;17.92;-0.836939;0.362726;-0.409833
407.93;148.44;17.07;-0.836939;0.362726;-0.409833
407.71;148.20;17.31;-0.836939;0.362726;-0.409833
407.56;148.28;17.69;-0.836939;0.362726;-0.409833
408.65;180.87;22.88;-0.903977;-0.195259;-0.380394
409.19;180.59;21.74;-0.903977;-0.195259;-0.380394
408.22;181.32;23.68;-0.903977;-0.195259;-0.380394
409.02;180.64;22.12;-0.903977;-0.195259;-0.380394
407.67;181.49;24.88;-0.903977;-0.195259;-0.380394
408.14;181.09;23.99;-0.903977;-0.195259;-0.380394
407.94;181.43;24.28;-0.903977;-0.195259;-0.380394
407.52;181.49;25.25;-0.903977;-0.195259;-0.380394
408.32;180.92;23.63;-0.903977;-0.195259;-0.380394
408.94;181.04;22.11;-0.903977;-0.195259;-0.380394
408.74;180.47;22.88;-0.903977;-0.195259;-0.380394
408.44;181.08;23.27;-0.903977;-0.195259;-0.380394
409.11;180.18;22.15;-0.903977;-0.195259;-0.380394
408.52;180.67;23.30;-0.903977;-0.195259;-0.380394
408.73;181.12;22.57;-0.903977;-0.195259;-0.380394
408.58;181.44;22.76;-0.903977;-0.195259;-0.380394
409.14;181.03;21.64;-0.903977;-0.195259;-0.380394
408.93;180.24;22.55;-0.903977;-0.195259;-0.380394
408.86;180.69;22.48;-0.903977;-0.195259;-0.380394
409.10;178.57;22.88;-0.903760;-0.167575;-0.393873
408.93;179.81;22.73;-0.903760;-0.167575;-0.393873
408.39;179.47;24.12;-0.903760;-0.167575;-0.393873
408.74;179.46;23.32;-0.903760;-0.167575;-0.393873
409.10;179.79;22.35;-0.903760;-0.167575;-0.393873
409.03;178.97;22.86;-0.903760;-0.167575;-0.393873
408.74;178.68;23.66;-0.903760;-0.167575;-0.393873
408.92;178.69;23.24;-0.903760;-0.167575;-0.393873
408.57;179.34;23.78;-0.903760;-0.167575;-0.393873
408.48;179.07;24.08;-0.903760;-0.167575;-0.393873
407.77;179.44;25.55;-0.903760;-0.167575;-0.393873
407.93;179.47;25.18;-0.903760;-0.167575;-0.393873
408.22;179.39;24.53;-0.903760;-0.167575;-0.393873
408.94;179.42;22.88;-0.903760;-0.167575;-0.393873
409.14;179.23;22.51;-0.903760;-0.167575;-0.393873
408.73;179.84;23.18;-0.903760;-0.167575;-0.393873
408.58;179.73;23.58;-0.903760;-0.167575;-0.393873
408.73;179.08;23.51;-0.903760;-0.167575;-0.393873
408.32;178.99;24.48;-0.903760;-0.167575;-0.393873
408.37;177.43;24.91;-0.903239;-0.139938;-0.405680
408.11;177.89;25.33;-0.903239;-0.139938;-0.405680
408.93;177.07;23.77;-0.903239;-0.139938;-0.405680
408.98;177.41;23.56;-0.903239;-0.139938;-0.405680
409.14;178.17;22.93;-0.903239;-0.139938;-0.405680
408.73;178.15;23.85;-0.903239;-0.139938;-0.405680
407.93;177.87;25.74;-0.903239;-0.139938;-0.405680
408.32;177.84;24.87;-0.903239;-0.139938;-0.405680
408.54;177.48;24.52;-0.903239;-0.139938;-0.405680
409.13;177.49;23.20;-0.903239;-0.139938;-0.405680
408.74;177.75;23.97;-0.903239;-0.139938;-0.405680
408.56;177.86;24.33;-0.903239;-0.139938;-0.405680
409.04;177.88;23.26;-0.903239;-0.139938;-0.405680
408.16;177.49;25.35;-0.903239;-0.139938;-0.405680
409.14;177.08;23.31;-0.903239;-0.139938;-0.405680
408.74;177.16;24.17;-0.903239;-0.139938;-0.405680
407.73;177.87;26.19;-0.903239;-0.139938;-0.405680
407.58;177.76;26.55;-0.903239;-0.139938;-0.405680
407.64;175.87;26.94;-0.904062;-0.107262;-0.413723
408.94;175.83;24.10;-0.904062;-0.107262;-0.413723
409.14;175.82;23.66;-0.904062;-0.107262;-0.413723
408.01;175.81;26.14;-0.904062;-0.107262;-0.413723
408.63;175.41;24.89;-0.904062;-0.107262;-0.413723
408.42;175.45;25.33;-0.904062;-0.107262;-0.413723
408.54;175.82;24.97;-0.904062;-0.107262;-0.413723
408.33;176.28;25.32;-0.904062;-0.107262;-0.413723
408.74;175.69;24.58;-0.904062;-0.107262;-0.413723
408.74;176.09;24.47;-0.904062;-0.107262;-0.413723
408.53;176.29;24.88;-0.904062;-0.107262;-0.413723
407.83;175.88;26.50;-0.904062;-0.107262;-0.413723
409.04;175.46;23.98;-0.904062;-0.107262;-0.413723
408.19;175.84;25.74;-0.904062;-0.107262;-0.413723
409.04;176.27;23.77;-0.904062;-0.107262;-0.413723
408.37;175.88;25.34;-0.904062;-0.107262;-0.413723
408.19;173.83;26.14;-0.903691;-0.078164;-0.420991
408.39;173.84;25.70;-0.903691;-0.078164;-0.420991
407.69;173.86;27.20;-0.903691;-0.078164;-0.420991
408.56;173.83;25.33;-0.903691;-0.078164;-0.420991
408.14;174.24;26.16;-0.903691;-0.078164;-0.420991
408.74;174.20;24.88;-0.903691;-0.078164;-0.420991
408.94;173.72;24.54;-0.903691;-0.078164;-0.420991
407.91;173.88;26.72;-0.903691;-0.078164;-0.420991
408.54;174.23;25.31;-0.903691;-0.078164;-0.420991
409.14;173.46;24.17;-0.903691;-0.078164;-0.420991
408.73;174.62;24.82;-0.903691;-0.078164;-0.420991
408.94;174.12;24.47;-0.903691;-0.078164;-0.420991
409.13;174.27;24.04;-0.903691;-0.078164;-0.420991
409.04;174.65;24.15;-0.903691;-0.078164;-0.420991
408.32;174.23;25.78;-0.903691;-0.078164;-0.420991
409.12;173.88;24.13;-0.903691;-0.078164;-0.420991
408.74;173.79;24.96;-0.903691;-0.078164;-0.420991
407.93;174.26;26.60;-0.903691;-0.078164;-0.420991
407.77;174.18;26.96;-0.903691;-0.078164;-0.420991
408.94;171.81;24.78;-0.903667;-0.046996;-0.425650
408.73;172.57;25.13;-0.903667;-0.046996;-0.425650
407.91;172.27;26.90;-0.903667;-0.046996;-0.425650
408.73;172.14;25.18;-0.903667;-0.046996;-0.425650
408.57;171.86;25.56;-0.903667;-0.046996;-0.425650
409.13;171.82;24.37;-0.903667;-0.046996;-0.425650
408.54;172.68;25.53;-0.903667;-0.046996;-0.425650
408.31;172.66;26.01;-0.903667;-0.046996;-0.425650
408.33;171.85;26.07;-0.903667;-0.046996;-0.425650
409.08;172.21;24.44;-0.903667;-0.046996;-0.425650
408.98;172.90;24.57;-0.903667;-0.046996;-0.425650
409.18;173.04;24.13;-0.903667;-0.046996;-0.425650
407.73;172.26;27.30;-0.903667;-0.046996;-0.425650
408.14;172.25;26.42;-0.903667;-0.046996;-0.425650
409.14;172.65;24.25;-0.903667;-0.046996;-0.425650
408.89;172.24;24.82;-0.903667;-0.046996;-0.425650
408.54;172.28;25.57;-0.903667;-0.046996;-0.425650
408.33;172.26;26.02;-0.903667;-0.046996;-0.425650
408.14;170.37;26.53;-0.903857;-0.014472;-0.427589
408.33;170.26;26.13;-0.903857;-0.014472;-0.427589
408.32;170.67;26.13;-0.903857;-0.014472;-0.427589
408.73;170.46;25.26;-0.903857;-0.014472;-0.427589
408.53;170.66;25.68;-0.903857;-0.014472;-0.427589
408.94;170.87;24.82;-0.903857;-0.014472;-0.427589
409.06;170.24;24.58;-0.903857;-0.014472;-0.427589
409.14;170.62;24.41;-0.903857;-0.014472;-0.427589
409.06;171.46;24.54;-0.903857;-0.014472;-0.427589
407.55;170.14;27.78;-0.903857;-0.014472;-0.427589
408.91;170.46;24.90;-0.903857;-0.014472;-0.427589
408.58;171.07;25.57;-0.903857;-0.014472;-0.427589
408.90;171.28;24.87;-0.903857;-0.014472;-0.427589
408.58;170.26;25.58;-0.903857;-0.014472;-0.427589
408.74;170.90;25.24;-0.903857;-0.014472;-0.427589
409.11;171.04;24.45;-0.903857;-0.014472;-0.427589
407.71;170.26;27.42;-0.903857;-0.014472;-0.427589
408.74;170.06;25.27;-0.903857;-0.014472;-0.427589
407.93;170.18;26.96;-0.903857;-0.014472;-0.427589
409.04;168.65;24.58;-0.903857;0.014472;-0.427589
408.90;168.94;24.89;-0.903857;0.014472;-0.427589
408.74;168.43;25.22;-0.903857;0.014472;-0.427589
408.34;168.63;26.06;-0.903857;0.014472;-0.427589
407.90;168.56;26.99;-0.903857;0.014472;-0.427589
408.34;169.04;26.08;-0.903857;0.014472;-0.427589
408.72;169.26;25.29;-0.903857;0.014472;-0.427589
408.59;168.61;25.54;-0.903857;0.014472;-0.427589
407.74;168.26;27.32;-0.903857;0.014472;-0.427589
408.13;168.66;26.50;-0.903857;0.014472;-0.427589
408.33;168.23;26.08;-0.903857;0.014472;-0.427589
408.53;168.99;25.67;-0.903857;0.014472;-0.427589
408.94;169.35;24.83;-0.903857;0.014472;-0.427589
409.08;169.07;24.52;-0.903857;0.014472;-0.427589
408.73;168.85;25.24;-0.903857;0.014472;-0.427589
409.12;169.46;24.44;-0.903857;0.014472;-0.427589
409.14;169.87;24.42;-0.903857;0.014472;-0.427589
408.14;168.25;26.47;-0.903857;0.014472;-0.427589
408.50;168.25;25.72;-0.903857;0.014472;-0.427589
407.91;168.16;26.95;-0.903857;0.014472;-0.427589
408.20;166.63;26.18;-0.903667;0.046996;-0.425650
407.54;166.24;27.54;-0.903667;0.046996;-0.425650
409.07;167.05;24.38;-0.903667;0.046996;-0.425650
407.93;166.51;26.73;-0.903667;0.046996;-0.425650
408.53;167.06;25.51;-0.903667;0.046996;-0.425650
409.02;167.82;24.56;-0.903667;0.046996;-0.425650
408.93;166.76;24.64;-0.903667;0.046996;-0.425650
409.20;166.80;24.07;-0.903667;0.046996;-0.425650
409.18;167.38;24.17;-0.903667;0.046996;-0.425650
407.73;166.15;27.11;-0.903667;0.046996;-0.425650
408.58;166.64;25.38;-0.903667;0.046996;-0.425650
408.74;167.29;25.10;-0.903667;0.046996;-0.425650
408.73;166.89;25.08;-0.903667;0.046996;-0.425650
408.40;166.45;25.73;-0.903667;0.046996;-0.425650
409.01;167.41;24.54;-0.903667;0.046996;-0.425650
408.73;166.49;25.03;-0.903667;0.046996;-0.425650
408.33;166.95;25.92;-0.903667;0.046996;-0.425650
408.28;165.25;25.77;-0.903691;0.078164;-0.420991
409.14;165.61;23.99;-0.903691;0.078164;-0.420991
409.12;165.99;24.10;-0.903691;0.078164;-0.420991
408.47;164.62;25.25;-0.903691;0.078164;-0.420991
408.34;164.90;25.59;-0.903691;0.078164;-0.420991
408.57;165.43;25.18;-0.903691;0.078164;-0.420991
408.11;165.04;26.09;-0.903691;0.078164;-0.420991
407.84;164.48;26.58;-0.903691;0.078164;-0.420991
408.74;164.85;24.71;-0.903691;0.078164;-0.420991
408.73;165.65;24.87;-0.903691;0.078164;-0.420991
408.96;165.56;24.36;-0.903691;0.078164;-0.420991
409.06;165.22;24.08;-0.903691;0.078164;-0.420991
408.57;164.99;25.10;-0.903691;0.078164;-0.420991
408.99;164.83;24.17;-0.903691;0.078164;-0.420991
408.93;165.94;24.50;-0.903691;0.078164;-0.420991
409.14;166.40;24.14;-0.903691;0.078164;-0.420991
407.66;164.47;26.97;-0.903691;0.078164;-0.420991
409.18;164.95;23.78;-0.903691;0.078164;-0.420991
408.72;165.25;24.83;-0.903691;0.078164;-0.420991
408.89;165.15;24.44;-0.903691;0.078164;-0.420991
408.04;164.65;26.18;-0.903691;0.078164;-0.420991
408.54;162.92;24.66;-0.904062;0.107262;-0.413723
407.93;162.53;25.88;-0.904062;0.107262;-0.413723
408.31;163.39;25.29;-0.904062;0.107262;-0.413723
407.93;162.98;25.99;-0.904062;0.107262;-0.413723
408.73;163.32;24.34;-0.904062;0.107262;-0.413723
408.12;162.86;25.56;-0.904062;0.107262;-0.413723
408.96;163.80;23.96;-0.904062;0.107262;-0.413723
407.74;162.57;26.31;-0.904062;0.107262;-0.413723
409.14;164.20;23.67;-0.904062;0.107262;-0.413723
409.06;164.50;23.93;-0.904062;0.107262;-0.413723
408.74;163.72;24.43;-0.904062;0.107262;-0.413723
408.09;163.24;25.71;-0.904062;0.107262;-0.413723
408.33;162.97;25.13;-0.904062;0.107262;-0.413723
408.93;164.17;24.12;-0.904062;0.107262;-0.413723
408.56;163.31;24.72;-0.904062;0.107262;-0.413723
408.47;163.62;24.98;-0.904062;0.107262;-0.413723
409.20;163.33;23.33;-0.904062;0.107262;-0.413723
409.01;163.42;23.75;-0.904062;0.107262;-0.413723
408.73;164.11;24.54;-0.904062;0.107262;-0.413723
409.14;163.81;23.58;-0.904062;0.107262;-0.413723
408.11;160.95;24.95;-0.903239;0.139938;-0.405680
408.32;161.03;24.51;-0.903239;0.139938;-0.405680
408.74;162.17;23.96;-0.903239;0.139938;-0.405680
409.11;162.92;23.38;-0.903239;0.139938;-0.405680
408.17;161.35;24.96;-0.903239;0.139938;-0.405680
409.19;162.08;22.93;-0.903239;0.139938;-0.405680
408.53;161.34;24.14;-0.903239;0.139938;-0.405680
408.70;161.35;23.76;-0.903239;0.139938;-0.405680
408.35;161.45;24.58;-0.903239;0.139938;-0.405680
409.08;162.52;23.32;-0.903239;0.139938;-0.405680
408.57;162.17;24.33;-0.903239;0.139938;-0.405680
408.92;162.25;23.57;-0.903239;0.139938;-0.405680
