//X;Y;Z;Nx;Ny;Nz
401.91;175.81;36.22;-0.789007;-0.113135;-0.603877
402.32;173.06;36.05;-0.788642;-0.067271;-0.611162
402.60;172.68;35.72;-0.788642;-0.067271;-0.611162
402.72;174.19;35.40;-0.788642;-0.067271;-0.611162
401.52;173.64;37.01;-0.788642;-0.067271;-0.611162
401.26;172.96;37.42;-0.788642;-0.067271;-0.611162
401.90;173.83;36.50;-0.788642;-0.067271;-0.611162
402.26;173.47;36.08;-0.788642;-0.067271;-0.611162
402.64;173.48;35.59;-0.788642;-0.067271;-0.611162
402.72;174.63;35.36;-0.788642;-0.067271;-0.611162
401.49;173.18;37.09;-0.788642;-0.067271;-0.611162
401.92;173.04;36.57;-0.788642;-0.067271;-0.611162
402.32;172.60;36.10;-0.788642;-0.067271;-0.611162
400.72;173.04;38.11;-0.788642;-0.067271;-0.611162
401.05;172.74;37.71;-0.788642;-0.067271;-0.611162
402.47;174.66;35.67;-0.788642;-0.067271;-0.611162
401.87;173.44;36.58;-0.788642;-0.067271;-0.611162
402.52;173.87;35.69;-0.788642;-0.067271;-0.611162
401.92;172.60;36.61;-0.788642;-0.067271;-0.611162
401.50;172.78;37.13;-0.788642;-0.067271;-0.611162
402.12;174.28;36.17;-0.788642;-0.067271;-0.611162
402.27;173.88;36.01;-0.788642;-0.067271;-0.611162
401.26;173.36;37.38;-0.788642;-0.067271;-0.611162
402.42;174.26;35.78;-0.788642;-0.067271;-0.611162
401.03;173.17;37.69;-0.788642;-0.067271;-0.611162
402.66;173.07;35.60;-0.788642;-0.067271;-0.611162
401.76;170.27;36.89;-0.789131;-0.023660;-0.613769
401.80;171.43;36.81;-0.789131;-0.023660;-0.613769
402.63;172.28;35.72;-0.789131;-0.023660;-0.613769
402.62;171.46;35.76;-0.789131;-0.023660;-0.613769
402.08;171.43;36.45;-0.789131;-0.023660;-0.613769
401.96;171.06;36.62;-0.789131;-0.023660;-0.613769
402.67;170.66;35.72;-0.789131;-0.023660;-0.613769
401.12;170.56;37.71;-0.789131;-0.023660;-0.613769
400.72;170.23;38.23;-0.789131;-0.023660;-0.613769
401.52;170.27;37.21;-0.789131;-0.023660;-0.613769
402.31;171.72;36.15;-0.789131;-0.023660;-0.613769
402.07;170.27;36.51;-0.789131;-0.023660;-0.613769
402.31;171.31;36.15;-0.789131;-0.023660;-0.613769
402.32;170.90;36.16;-0.789131;-0.023660;-0.613769
402.70;170.24;35.70;-0.789131;-0.023660;-0.613769
402.32;170.07;36.19;-0.789131;-0.023660;-0.613769
401.52;170.67;37.20;-0.789131;-0.023660;-0.613769
400.47;170.24;38.56;-0.789131;-0.023660;-0.613769
402.09;170.69;36.47;-0.789131;-0.023660;-0.613769
402.66;171.86;35.69;-0.789131;-0.023660;-0.613769
401.42;171.07;37.31;-0.789131;-0.023660;-0.613769
401.12;170.15;37.73;-0.789131;-0.023660;-0.613769
402.71;171.06;35.65;-0.789131;-0.023660;-0.613769
401.70;171.03;36.94;-0.789131;-0.023660;-0.613769
401.83;170.66;36.80;-0.789131;-0.023660;-0.613769
402.31;170.50;36.18;-0.789131;-0.023660;-0.613769
400.47;167.48;38.47;-0.789131;0.023660;-0.613769
402.32;168.84;36.15;-0.789131;0.023660;-0.613769
402.26;168.26;36.21;-0.789131;0.023660;-0.613769
401.52;167.46;37.13;-0.789131;0.023660;-0.613769
402.32;167.86;36.11;-0.789131;0.023660;-0.613769
402.71;169.84;35.68;-0.789131;0.023660;-0.613769
401.96;168.15;36.59;-0.789131;0.023660;-0.613769
402.63;167.62;35.71;-0.789131;0.023660;-0.613769
402.32;169.24;36.17;-0.789131;0.023660;-0.613769
402.68;169.07;35.70;-0.789131;0.023660;-0.613769
402.50;168.42;35.90;-0.789131;0.023660;-0.613769
401.47;167.86;37.20;-0.789131;0.023660;-0.613769
402.60;169.46;35.81;-0.789131;0.023660;-0.613769
401.88;168.65;36.71;-0.789131;0.023660;-0.613769
400.72;167.41;38.15;-0.789131;0.023660;-0.613769
401.52;168.46;37.16;-0.789131;0.023660;-0.613769
401.09;168.05;37.70;-0.789131;0.023660;-0.613769
401.77;167.79;36.81;-0.789131;0.023660;-0.613769
401.92;167.45;36.61;-0.789131;0.023660;-0.613769
402.12;168.59;36.40;-0.789131;0.023660;-0.613769
401.71;168.23;36.90;-0.789131;0.023660;-0.613769
402.07;167.79;36.43;-0.789131;0.023660;-0.613769
402.72;168.24;35.61;-0.789131;0.023660;-0.613769
402.72;168.66;35.63;-0.789131;0.023660;-0.613769
401.32;168.19;37.41;-0.789131;0.023660;-0.613769
402.09;169.01;36.45;-0.789131;0.023660;-0.613769
401.11;167.64;37.65;-0.789131;0.023660;-0.613769
401.90;165.42;36.42;-0.788642;0.067271;-0.611162
402.69;165.45;35.41;-0.788642;0.067271;-0.611162
402.31;166.25;35.99;-0.788642;0.067271;-0.611162
402.72;165.04;35.33;-0.788642;0.067271;-0.611162
402.32;165.85;35.93;-0.788642;0.067271;-0.611162
402.57;165.79;35.60;-0.788642;0.067271;-0.611162
402.52;167.06;35.80;-0.788642;0.067271;-0.611162
401.82;166.23;36.61;-0.788642;0.067271;-0.611162
400.71;164.93;37.89;-0.788642;0.067271;-0.611162
401.87;165.00;36.41;-0.788642;0.067271;-0.611162
401.48;164.98;36.91;-0.788642;0.067271;-0.611162
401.51;165.79;36.96;-0.788642;0.067271;-0.611162
401.08;164.84;37.41;-0.788642;0.067271;-0.611162
401.11;165.29;37.42;-0.788642;0.067271;-0.611162
400.43;164.62;38.22;-0.788642;0.067271;-0.611162
402.39;165.46;35.80;-0.788642;0.067271;-0.611162
401.90;165.84;36.47;-0.788642;0.067271;-0.611162
402.52;166.65;35.76;-0.788642;0.067271;-0.611162
402.11;165.21;36.12;-0.788642;0.067271;-0.611162
401.52;165.38;36.91;-0.788642;0.067271;-0.611162
401.27;165.62;37.26;-0.788642;0.067271;-0.611162
402.09;164.81;36.11;-0.788642;0.067271;-0.611162
402.27;166.66;36.08;-0.788642;0.067271;-0.611162
402.42;165.05;35.70;-0.788642;0.067271;-0.611162
402.63;166.23;35.57;-0.788642;0.067271;-0.611162
401.91;163.58;36.11;-0.789007;0.113135;-0.603877
402.60;164.63;35.41;-0.789007;0.113135;-0.603877
402.32;162.64;35.41;-0.789007;0.113135;-0.603877
402.48;163.00;35.27;-0.789007;0.113135;-0.603877
401.51;162.15;36.37;-0.789007;0.113135;-0.603877
400.71;162.18;37.41;-0.789007;0.113135;-0.603877
402.63;162.50;34.98;-0.789007;0.113135;-0.603877
402.07;162.52;35.71;-0.789007;0.113135;-0.603877
401.91;163.16;36.03;-0.789007;0.113135;-0.603877
400.46;161.81;37.68;-0.789007;0.113135;-0.603877
401.07;162.45;37.01;-0.789007;0.113135;-0.603877
402.56;163.40;35.23;-0.789007;0.113135;-0.603877
402.66;163.84;35.18;-0.789007;0.113135;-0.603877
402.62;164.24;35.31;-0.789007;0.113135;-0.603877
402.32;163.42;35.56;-0.789007;0.113135;-0.603877
402.32;164.24;35.70;-0.789007;0.113135;-0.603877
401.72;162.40;36.14;-0.789007;0.113135;-0.603877
401.51;162.82;36.49;-0.789007;0.113135;-0.603877
402.30;163.84;35.66;-0.789007;0.113135;-0.603877
402.71;162.90;34.94;-0.789007;0.113135;-0.603877
401.50;163.23;36.58;-0.789007;0.113135;-0.603877
402.80;163.30;34.90;-0.789007;0.113135;-0.603877
401.11;162.06;36.87;-0.789007;0.113135;-0.603877
401.38;162.45;36.60;-0.789007;0.113135;-0.603877
401.87;162.75;36.01;-0.789007;0.113135;-0.603877
402.21;163.01;35.61;-0.789007;0.113135;-0.603877
402.57;160.22;34.46;-0.789443;0.154881;-0.593962
401.69;160.88;35.81;-0.789443;0.154881;-0.593962
401.21;159.97;36.20;-0.789443;0.154881;-0.593962
402.32;161.02;35.00;-0.789443;0.154881;-0.593962
401.82;159.84;35.36;-0.789443;0.154881;-0.593962
402.32;160.61;34.90;-0.789443;0.154881;-0.593962
400.97;159.59;36.42;-0.789443;0.154881;-0.593962
400.71;159.72;36.80;-0.789443;0.154881;-0.593962
402.31;161.40;35.12;-0.789443;0.154881;-0.593962
401.90;160.24;35.36;-0.789443;0.154881;-0.593962
400.97;160.03;36.54;-0.789443;0.154881;-0.593962
401.51;159.99;35.81;-0.789443;0.154881;-0.593962
401.22;159.59;36.09;-0.789443;0.154881;-0.593962
402.73;161.40;34.57;-0.789443;0.154881;-0.593962
402.31;161.80;35.22;-0.789443;0.154881;-0.593962
401.51;159.57;35.70;-0.789443;0.154881;-0.593962
400.32;159.22;37.19;-0.789443;0.154881;-0.593962
402.61;161.71;34.80;-0.789443;0.154881;-0.593962
401.51;160.38;35.91;-0.789443;0.154881;-0.593962
402.63;160.98;34.59;-0.789443;0.154881;-0.593962
402.66;162.10;34.84;-0.789443;0.154881;-0.593962
402.08;159.84;35.01;-0.789443;0.154881;-0.593962
400.70;159.33;36.71;-0.789443;0.154881;-0.593962
402.02;161.04;35.41;-0.789443;0.154881;-0.593962
401.77;160.54;35.60;-0.789443;0.154881;-0.593962
402.72;160.64;34.38;-0.789443;0.154881;-0.593962
402.32;160.21;34.79;-0.789443;0.154881;-0.593962
402.02;160.61;35.29;-0.789443;0.154881;-0.593962
400.54;156.58;35.99;-0.789503;0.197759;-0.581013
402.07;158.39;34.54;-0.789503;0.197759;-0.581013
401.92;157.99;34.61;-0.789503;0.197759;-0.581013
400.64;157.01;36.01;-0.789503;0.197759;-0.581013
402.65;158.01;33.62;-0.789503;0.197759;-0.581013
402.28;158.21;34.19;-0.789503;0.197759;-0.581013
402.28;157.82;34.06;-0.789503;0.197759;-0.581013
401.25;157.40;35.31;-0.789503;0.197759;-0.581013
401.11;157.03;35.37;-0.789503;0.197759;-0.581013
401.66;157.57;34.81;-0.789503;0.197759;-0.581013
402.64;158.41;33.78;-0.789503;0.197759;-0.581013
401.82;158.37;34.88;-0.789503;0.197759;-0.581013
401.92;157.59;34.47;-0.789503;0.197759;-0.581013
402.32;158.61;34.28;-0.789503;0.197759;-0.581013
402.62;159.55;34.19;-0.789503;0.197759;-0.581013
402.60;159.16;34.09;-0.789503;0.197759;-0.581013
400.89;157.14;35.71;-0.789503;0.197759;-0.581013
402.32;158.99;34.40;-0.789503;0.197759;-0.581013
400.82;156.74;35.67;-0.789503;0.197759;-0.581013
401.10;157.66;35.61;-0.789503;0.197759;-0.581013
401.47;157.24;34.96;-0.789503;0.197759;-0.581013
402.71;157.58;33.40;-0.789503;0.197759;-0.581013
401.50;158.20;35.25;-0.789503;0.197759;-0.581013
401.67;157.98;34.95;-0.789503;0.197759;-0.581013
402.74;158.90;33.81;-0.789503;0.197759;-0.581013
401.86;157.18;34.41;-0.789503;0.197759;-0.581013
402.48;157.66;33.73;-0.789503;0.197759;-0.581013
402.23;157.42;33.99;-0.789503;0.197759;-0.581013
401.42;157.76;35.21;-0.789503;0.197759;-0.581013
401.70;155.70;34.00;-0.787891;0.241828;-0.566345
401.90;154.85;33.37;-0.787891;0.241828;-0.566345
402.72;155.62;32.55;-0.787891;0.241828;-0.566345
401.11;154.57;34.35;-0.787891;0.241828;-0.566345
401.51;154.58;33.79;-0.787891;0.241828;-0.566345
402.72;156.19;32.80;-0.787891;0.241828;-0.566345
401.82;156.11;34.01;-0.787891;0.241828;-0.566345
401.86;155.49;33.69;-0.787891;0.241828;-0.566345
402.66;157.17;33.30;-0.787891;0.241828;-0.566345
402.65;155.21;32.47;-0.787891;0.241828;-0.566345
401.52;155.36;34.11;-0.787891;0.241828;-0.566345
400.71;154.48;34.85;-0.787891;0.241828;-0.566345
401.29;155.06;34.31;-0.787891;0.241828;-0.566345
402.32;156.49;33.48;-0.787891;0.241828;-0.566345
402.56;155.82;32.86;-0.787891;0.241828;-0.566345
402.31;155.71;33.16;-0.787891;0.241828;-0.566345
402.02;155.26;33.38;-0.787891;0.241828;-0.566345
402.10;156.20;33.67;-0.787891;0.241828;-0.566345
402.32;156.10;33.31;-0.787891;0.241828;-0.566345
402.73;156.57;32.95;-0.787891;0.241828;-0.566345
401.49;154.94;33.97;-0.787891;0.241828;-0.566345
401.02;154.89;34.60;-0.787891;0.241828;-0.566345
402.31;155.32;32.99;-0.787891;0.241828;-0.566345
402.06;155.82;33.55;-0.787891;0.241828;-0.566345
400.51;154.14;34.99;-0.787891;0.241828;-0.566345
401.76;155.10;33.66;-0.787891;0.241828;-0.566345
402.52;156.80;33.33;-0.787891;0.241828;-0.566345
402.32;154.40;32.54;-0.787561;0.282512;-0.547663
400.98;152.32;33.39;-0.787561;0.282512;-0.547663
401.46;153.29;33.20;-0.787561;0.282512;-0.547663
401.90;152.92;32.37;-0.787561;0.282512;-0.547663
402.31;153.26;31.97;-0.787561;0.282512;-0.547663
402.49;154.81;32.49;-0.787561;0.282512;-0.547663
402.49;153.05;31.59;-0.787561;0.282512;-0.547663
402.72;153.04;31.25;-0.787561;0.282512;-0.547663
402.62;154.22;32.00;-0.787561;0.282512;-0.547663
401.41;152.56;32.90;-0.787561;0.282512;-0.547663
402.31;153.63;32.15;-0.787561;0.282512;-0.547663
402.65;154.61;32.17;-0.787561;0.282512;-0.547663
401.12;152.71;33.40;-0.787561;0.282512;-0.547663
402.80;155.01;32.15;-0.787561;0.282512;-0.547663
402.70;153.40;31.46;-0.787561;0.282512;-0.547663
402.72;153.93;31.72;-0.787561;0.282512;-0.547663
402.15;152.89;32.00;-0.787561;0.282512;-0.547663
401.90;153.79;32.83;-0.787561;0.282512;-0.547663
402.09;153.67;32.49;-0.787561;0.282512;-0.547663
401.51;152.96;32.96;-0.787561;0.282512;-0.547663
400.71;151.78;33.50;-0.787561;0.282512;-0.547663
400.97;151.95;33.21;-0.787561;0.282512;-0.547663
401.92;153.31;32.54;-0.787561;0.282512;-0.547663
402.54;153.58;31.79;-0.787561;0.282512;-0.547663
401.21;152.21;33.00;-0.787561;0.282512;-0.547663
402.32;154.01;32.33;-0.787561;0.282512;-0.547663
401.71;153.40;32.89;-0.787561;0.282512;-0.547663
401.67;152.58;32.54;-0.787561;0.282512;-0.547663
401.90;152.56;32.19;-0.787561;0.282512;-0.547663
400.70;152.15;33.71;-0.787561;0.282512;-0.547663
401.92;150.40;30.84;-0.787726;0.321162;-0.525683
401.08;149.77;31.72;-0.787726;0.321162;-0.525683
401.05;150.10;31.96;-0.787726;0.321162;-0.525683
401.77;150.56;31.17;-0.787726;0.321162;-0.525683
402.59;151.40;30.44;-0.787726;0.321162;-0.525683
401.79;151.21;31.54;-0.787726;0.321162;-0.525683
401.89;150.96;31.23;-0.787726;0.321162;-0.525683
401.29;150.15;31.64;-0.787726;0.321162;-0.525683
402.56;150.75;30.10;-0.787726;0.321162;-0.525683
402.67;152.12;30.77;-0.787726;0.321162;-0.525683
401.52;150.81;31.70;-0.787726;0.321162;-0.525683
402.30;150.54;30.37;-0.787726;0.321162;-0.525683
402.70;151.80;30.53;-0.787726;0.321162;-0.525683
402.31;151.99;31.23;-0.787726;0.321162;-0.525683
402.69;151.13;30.14;-0.787726;0.321162;-0.525683
402.10;151.29;31.13;-0.787726;0.321162;-0.525683
401.46;149.99;31.29;-0.787726;0.321162;-0.525683
400.61;149.58;32.32;-0.787726;0.321162;-0.525683
402.32;151.26;30.77;-0.787726;0.321162;-0.525683
402.32;151.64;31.00;-0.787726;0.321162;-0.525683
402.05;150.79;30.89;-0.787726;0.321162;-0.525683
401.52;150.44;31.47;-0.787726;0.321162;-0.525683
402.29;150.90;30.59;-0.787726;0.321162;-0.525683
402.08;151.63;31.35;-0.787726;0.321162;-0.525683
402.69;152.48;30.96;-0.787726;0.321162;-0.525683
402.54;150.21;29.74;-0.788730;0.358221;-0.499582
402.65;149.97;29.39;-0.788730;0.358221;-0.499582
402.32;149.15;29.34;-0.788730;0.358221;-0.499582
401.82;149.07;30.07;-0.788730;0.358221;-0.499582
401.92;148.82;29.72;-0.788730;0.358221;-0.499582
401.51;148.86;30.39;-0.788730;0.358221;-0.499582
400.71;147.25;30.51;-0.788730;0.358221;-0.499582
401.52;148.31;29.99;-0.788730;0.358221;-0.499582
402.71;150.60;29.76;-0.788730;0.358221;-0.499582
401.11;147.59;30.12;-0.788730;0.358221;-0.499582
401.35;147.88;29.95;-0.788730;0.358221;-0.499582
401.66;148.69;30.05;-0.788730;0.358221;-0.499582
402.05;149.47;29.98;-0.788730;0.358221;-0.499582
402.70;148.83;28.50;-0.788730;0.358221;-0.499582
402.32;149.52;29.60;-0.788730;0.358221;-0.499582
402.32;149.90;29.87;-0.788730;0.358221;-0.499582
401.82;148.05;29.33;-0.788730;0.358221;-0.499582
402.27;148.79;29.16;-0.788730;0.358221;-0.499582
401.82;148.39;29.57;-0.788730;0.358221;-0.499582
402.08;148.41;29.19;-0.788730;0.358221;-0.499582
402.60;149.26;28.98;-0.788730;0.358221;-0.499582
402.11;149.18;29.70;-0.788730;0.358221;-0.499582
401.12;148.04;30.43;-0.788730;0.358221;-0.499582
402.62;149.62;29.20;-0.788730;0.358221;-0.499582
402.32;148.51;28.88;-0.788730;0.358221;-0.499582
400.93;147.67;30.47;-0.788730;0.358221;-0.499582
401.31;148.40;30.39;-0.788730;0.358221;-0.499582
402.51;148.89;28.85;-0.788730;0.358221;-0.499582
402.02;146.88;28.01;-0.786874;0.395861;-0.473417
402.57;147.88;27.94;-0.786874;0.395861;-0.473417
401.12;145.73;28.57;-0.786874;0.395861;-0.473417
401.39;146.51;28.76;-0.786874;0.395861;-0.473417
401.38;145.96;28.32;-0.786874;0.395861;-0.473417
402.72;147.39;27.29;-0.786874;0.395861;-0.473417
400.70;145.38;28.98;-0.786874;0.395861;-0.473417
402.32;147.62;28.13;-0.786874;0.395861;-0.473417
401.87;146.51;27.96;-0.786874;0.395861;-0.473417
400.21;144.66;29.18;-0.786874;0.395861;-0.473417
402.09;146.48;27.57;-0.786874;0.395861;-0.473417
402.47;148.09;28.28;-0.786874;0.395861;-0.473417
402.12;147.26;28.16;-0.786874;0.395861;-0.473417
402.72;148.30;28.04;-0.786874;0.395861;-0.473417
401.51;146.33;28.41;-0.786874;0.395861;-0.473417
402.03;147.46;28.50;-0.786874;0.395861;-0.473417
402.56;146.98;27.20;-0.786874;0.395861;-0.473417
402.59;148.45;28.39;-0.786874;0.395861;-0.473417
402.71;146.81;26.80;-0.786874;0.395861;-0.473417
402.81;147.18;26.96;-0.786874;0.395861;-0.473417
402.30;146.45;27.19;-0.786874;0.395861;-0.473417
400.97;145.88;28.94;-0.786874;0.395861;-0.473417
400.47;144.89;28.95;-0.786874;0.395861;-0.473417
401.50;145.79;27.98;-0.786874;0.395861;-0.473417
401.91;146.11;27.57;-0.786874;0.395861;-0.473417
401.86;147.08;28.46;-0.786874;0.395861;-0.473417
400.72;145.09;28.70;-0.786874;0.395861;-0.473417
401.75;146.69;28.31;-0.786874;0.395861;-0.473417
401.05;145.37;28.38;-0.786874;0.395861;-0.473417
401.25;146.13;28.69;-0.786874;0.395861;-0.473417
402.27;147.09;27.77;-0.786874;0.395861;-0.473417
402.70;147.69;27.57;-0.786874;0.395861;-0.473417
402.32;146.82;27.48;-0.786874;0.395861;-0.473417
401.68;146.15;27.99;-0.786874;0.395861;-0.473417
402.22;147.82;28.48;-0.786874;0.395861;-0.473417
399.90;194.33;30.46;-0.740466;-0.430427;-0.516182
398.64;195.02;31.70;-0.740466;-0.430427;-0.516182
400.07;193.53;30.90;-0.740466;-0.430427;-0.516182
399.12;195.13;30.92;-0.740466;-0.430427;-0.516182
399.41;195.09;30.54;-0.740466;-0.430427;-0.516182
400.11;195.09;29.53;-0.740466;-0.430427;-0.516182
399.81;193.53;31.27;-0.740466;-0.430427;-0.516182
398.31;194.99;32.20;-0.740466;-0.430427;-0.516182
398.86;195.12;31.30;-0.740466;-0.430427;-0.516182
399.92;193.92;30.78;-0.740466;-0.430427;-0.516182
398.86;194.64;31.70;-0.740466;-0.430427;-0.516182
399.64;195.10;30.19;-0.740466;-0.430427;-0.516182
399.90;195.02;29.90;-0.740466;-0.430427;-0.516182
399.42;194.55;30.98;-0.740466;-0.430427;-0.516182
399.67;194.23;30.88;-0.740466;-0.430427;-0.516182
398.06;194.71;32.80;-0.740466;-0.430427;-0.516182
398.31;194.66;32.48;-0.740466;-0.430427;-0.516182
398.65;194.33;32.27;-0.740466;-0.430427;-0.516182
399.91;194.63;30.20;-0.740466;-0.430427;-0.516182
398.89;194.31;31.94;-0.740466;-0.430427;-0.516182
398.03;195.13;32.49;-0.740466;-0.430427;-0.516182
399.50;193.93;31.37;-0.740466;-0.430427;-0.516182
398.61;194.67;32.03;-0.740466;-0.430427;-0.516182
399.11;194.32;31.60;-0.740466;-0.430427;-0.516182
397.79;194.93;33.01;-0.740466;-0.430427;-0.516182
399.09;194.73;31.30;-0.740466;-0.430427;-0.516182
399.61;194.70;30.57;-0.740466;-0.430427;-0.516182
399.66;192.51;32.20;-0.741509;-0.391216;-0.545083
398.29;192.33;34.20;-0.741509;-0.391216;-0.545083
397.88;192.53;34.61;-0.741509;-0.391216;-0.545083
398.68;192.27;33.70;-0.741509;-0.391216;-0.545083
399.91;191.51;32.58;-0.741509;-0.391216;-0.545083
399.51;192.29;32.57;-0.741509;-0.391216;-0.545083
399.66;191.47;32.95;-0.741509;-0.391216;-0.545083
399.10;192.47;32.99;-0.741509;-0.391216;-0.545083
398.07;192.66;34.26;-0.741509;-0.391216;-0.545083
398.71;192.71;33.35;-0.741509;-0.391216;-0.545083
398.31;192.66;33.94;-0.741509;-0.391216;-0.545083
399.92;191.87;32.32;-0.741509;-0.391216;-0.545083
399.31;192.64;32.59;-0.741509;-0.391216;-0.545083
399.39;191.50;33.30;-0.741509;-0.391216;-0.545083
398.92;192.32;33.36;-0.741509;-0.391216;-0.545083
399.51;192.91;32.13;-0.741509;-0.391216;-0.545083
399.70;193.03;31.78;-0.741509;-0.391216;-0.545083
398.91;192.87;32.97;-0.741509;-0.391216;-0.545083
398.85;191.82;33.80;-0.741509;-0.391216;-0.545083
399.51;191.85;32.89;-0.741509;-0.391216;-0.545083
399.91;193.16;31.40;-0.741509;-0.391216;-0.545083
399.91;192.60;31.80;-0.741509;-0.391216;-0.545083
399.11;191.91;33.38;-0.741509;-0.391216;-0.545083
397.50;192.67;35.03;-0.741509;-0.391216;-0.545083
399.11;193.00;32.60;-0.741509;-0.391216;-0.545083
399.91;192.21;32.08;-0.741509;-0.391216;-0.545083
397.50;190.11;36.60;-0.740196;-0.349763;-0.574262
398.08;190.21;35.80;-0.740196;-0.349763;-0.574262
398.31;189.87;35.70;-0.740196;-0.349763;-0.574262
399.92;189.01;34.15;-0.740196;-0.349763;-0.574262
399.11;190.67;34.17;-0.740196;-0.349763;-0.574262
399.40;189.50;34.51;-0.740196;-0.349763;-0.574262
399.38;190.31;34.04;-0.740196;-0.349763;-0.574262
399.10;189.32;35.01;-0.740196;-0.349763;-0.574262
399.10;190.32;34.41;-0.740196;-0.349763;-0.574262
399.92;189.42;33.90;-0.740196;-0.349763;-0.574262
398.58;189.89;35.34;-0.740196;-0.349763;-0.574262
399.45;190.62;33.77;-0.740196;-0.349763;-0.574262
399.52;189.11;34.60;-0.740196;-0.349763;-0.574262
399.09;189.71;34.78;-0.740196;-0.349763;-0.574262
398.82;189.92;35.01;-0.740196;-0.349763;-0.574262
399.91;190.89;33.00;-0.740196;-0.349763;-0.574262
399.70;190.67;33.41;-0.740196;-0.349763;-0.574262
398.70;190.31;34.93;-0.740196;-0.349763;-0.574262
398.31;190.24;35.47;-0.740196;-0.349763;-0.574262
398.71;189.50;35.41;-0.740196;-0.349763;-0.574262
399.65;189.49;34.19;-0.740196;-0.349763;-0.574262
397.90;189.91;36.21;-0.740196;-0.349763;-0.574262
399.52;189.87;34.14;-0.740196;-0.349763;-0.574262
399.90;189.81;33.68;-0.740196;-0.349763;-0.574262
399.92;190.28;33.37;-0.740196;-0.349763;-0.574262
399.66;190.12;33.80;-0.740196;-0.349763;-0.574262
399.52;187.67;35.36;-0.741389;-0.307170;-0.596649
398.71;187.29;36.57;-0.741389;-0.307170;-0.596649
398.83;187.66;36.22;-0.741389;-0.307170;-0.596649
399.66;186.55;35.76;-0.741389;-0.307170;-0.596649
398.85;186.86;36.60;-0.741389;-0.307170;-0.596649
398.01;187.32;37.42;-0.741389;-0.307170;-0.596649
399.66;188.25;34.88;-0.741389;-0.307170;-0.596649
398.51;187.67;36.61;-0.741389;-0.307170;-0.596649
398.30;187.49;36.97;-0.741389;-0.307170;-0.596649
399.51;187.01;35.71;-0.741389;-0.307170;-0.596649
399.50;188.04;35.20;-0.741389;-0.307170;-0.596649
399.11;187.01;36.22;-0.741389;-0.307170;-0.596649
399.87;187.51;35.01;-0.741389;-0.307170;-0.596649
399.39;187.39;35.66;-0.741389;-0.307170;-0.596649
399.10;187.41;36.01;-0.741389;-0.307170;-0.596649
398.58;187.01;36.86;-0.741389;-0.307170;-0.596649
397.90;187.71;37.35;-0.741389;-0.307170;-0.596649
399.92;187.01;35.20;-0.741389;-0.307170;-0.596649
399.68;187.30;35.35;-0.741389;-0.307170;-0.596649
399.89;187.91;34.77;-0.741389;-0.307170;-0.596649
399.91;188.26;34.56;-0.741389;-0.307170;-0.596649
400.08;188.57;34.20;-0.741389;-0.307170;-0.596649
399.11;187.91;35.74;-0.741389;-0.307170;-0.596649
399.40;186.64;36.04;-0.741389;-0.307170;-0.596649
399.92;186.63;35.40;-0.741389;-0.307170;-0.596649
399.50;185.08;36.59;-0.739447;-0.264428;-0.619109
399.92;185.08;36.10;-0.739447;-0.264428;-0.619109
398.70;185.41;37.41;-0.739447;-0.264428;-0.619109
397.45;184.70;39.22;-0.739447;-0.264428;-0.619109
399.11;184.25;37.41;-0.739447;-0.264428;-0.619109
398.80;184.20;37.81;-0.739447;-0.264428;-0.619109
399.50;184.24;36.95;-0.739447;-0.264428;-0.619109
398.70;184.70;37.72;-0.739447;-0.264428;-0.619109
399.11;184.65;37.24;-0.739447;-0.264428;-0.619109
399.92;183.87;36.61;-0.739447;-0.264428;-0.619109
398.31;184.63;38.22;-0.739447;-0.264428;-0.619109
399.09;185.26;37.02;-0.739447;-0.264428;-0.619109
399.90;185.79;35.81;-0.739447;-0.264428;-0.619109
399.71;185.44;36.19;-0.739447;-0.264428;-0.619109
399.44;185.48;36.50;-0.739447;-0.264428;-0.619109
399.91;184.26;36.45;-0.739447;-0.264428;-0.619109
399.68;184.56;36.60;-0.739447;-0.264428;-0.619109
399.40;184.65;36.90;-0.739447;-0.264428;-0.619109
397.80;184.70;38.80;-0.739447;-0.264428;-0.619109
399.41;183.88;37.21;-0.739447;-0.264428;-0.619109
398.30;185.01;38.07;-0.739447;-0.264428;-0.619109
398.59;185.09;37.68;-0.739447;-0.264428;-0.619109
399.91;184.71;36.26;-0.739447;-0.264428;-0.619109
398.91;185.05;37.32;-0.739447;-0.264428;-0.619109
399.73;181.09;37.80;-0.741224;-0.215996;-0.635557
399.12;182.58;38.00;-0.741224;-0.215996;-0.635557
399.68;181.49;37.72;-0.741224;-0.215996;-0.635557
399.86;181.90;37.36;-0.741224;-0.215996;-0.635557
398.10;182.25;39.30;-0.741224;-0.215996;-0.635557
397.46;181.89;40.17;-0.741224;-0.215996;-0.635557
399.41;181.37;38.07;-0.741224;-0.215996;-0.635557
398.44;182.21;38.92;-0.741224;-0.215996;-0.635557
399.91;183.38;36.81;-0.741224;-0.215996;-0.635557
398.11;181.87;39.42;-0.741224;-0.215996;-0.635557
397.80;181.78;39.81;-0.741224;-0.215996;-0.635557
399.38;182.25;37.81;-0.741224;-0.215996;-0.635557
398.87;181.80;38.56;-0.741224;-0.215996;-0.635557
399.58;181.90;37.69;-0.741224;-0.215996;-0.635557
399.10;181.47;38.41;-0.741224;-0.215996;-0.635557
