//X;Y;Z;C2C absolute distances;Nx;Ny;Nz
404.42;186.82;28.50;0.20;0.876011;0.082695;0.475148
404.21;185.71;29.11;0.14;0.925355;0.087807;0.368791
404.34;185.38;29.11;0.20;0.929721;0.104205;0.353213
404.23;184.75;29.51;0.24;0.883966;0.111733;0.454005
406.17;190.20;22.34;0.17;0.613416;0.282012;0.737692
405.27;183.63;28.47;0.11;0.489612;0.430662;0.758162
405.18;183.12;28.81;0.24;0.375392;0.344496;0.860467
405.11;182.80;28.84;0.25;0.337917;0.270039;0.901605
406.34;188.62;22.84;0.13;0.848145;0.219218;0.482279
405.50;182.31;28.94;0.19;0.477494;0.302152;0.825047
405.45;179.38;29.79;0.15;0.513034;0.280835;0.811127
405.63;179.03;29.72;0.22;0.522327;0.295091;0.800060
405.60;176.16;30.55;0.25;0.494145;0.131869;0.859320
405.43;175.30;30.74;0.23;0.480963;0.119164;0.868605
407.38;185.41;22.85;0.18;0.660486;0.311672;0.683095
405.84;174.93;30.54;0.16;0.593042;0.106894;0.798044
405.57;173.46;30.96;0.15;0.476671;0.162802;0.863875
405.87;173.88;30.64;0.10;0.576832;0.157318;0.801571
405.80;173.52;30.77;0.18;0.570864;0.180193;0.801027
405.73;173.10;30.93;0.10;0.531783;0.139943;0.835238
405.18;170.19;31.57;0.24;0.389502;0.117821;0.913459
407.89;184.94;22.42;0.06;0.736317;0.258107;0.625474
408.23;185.26;21.27;0.07;0.962382;0.082854;0.258760
408.08;182.39;22.99;0.18;0.893362;0.129246;0.430348
408.01;181.88;23.36;0.21;0.882434;0.115100;0.456138
408.23;183.52;22.38;0.14;0.952184;0.076226;0.295862
408.21;183.32;22.60;0.16;0.927815;0.107317;0.357270
407.93;181.18;23.90;0.20;0.803650;0.193669;0.562707
408.30;184.91;21.30;0.13;0.974759;0.098347;0.200429
408.10;183.05;22.89;0.15;0.843498;0.117596;0.524101
408.15;184.06;22.40;0.09;0.884565;0.154402;0.440118
407.91;182.25;23.42;0.24;0.786498;0.241401;0.568459
407.93;182.93;23.16;0.20;0.747443;0.188779;0.636938
408.05;186.04;21.21;0.14;0.864565;0.116136;0.488917
408.05;185.75;21.31;0.15;0.925929;0.145761;0.348438
404.68;160.98;31.16;0.23;0.641328;-0.254948;0.723671
408.34;184.71;21.57;0.16;0.981538;0.105816;0.159333
408.26;183.82;22.25;0.19;0.960741;0.088506;0.262953
408.51;182.96;22.09;0.15;0.888423;0.151190;0.433412
408.72;181.36;22.53;0.19;0.562573;0.327227;0.759232
408.82;181.03;22.54;0.14;0.326392;0.347646;0.878982
408.78;180.72;22.65;0.10;0.340781;0.349950;0.872584
408.80;179.66;23.16;0.19;0.426137;0.332480;0.841347
408.69;176.95;23.93;0.24;0.299363;0.305262;0.903989
409.52;181.83;20.31;0.09;0.891496;0.244754;0.381222
408.75;174.76;24.63;0.21;0.547652;0.146931;0.823704
408.73;173.93;24.63;0.23;0.515025;0.065957;0.854634
409.58;180.79;20.72;0.15;0.856277;0.157155;0.492029
409.59;180.21;20.97;0.09;0.864896;0.147309;0.479849
407.19;161.89;27.09;0.20;0.665064;-0.195970;0.720615
408.75;172.12;25.24;0.16;0.619517;0.116806;0.776244
408.50;170.53;25.33;0.23;0.697613;0.049931;0.714733
407.06;160.71;26.83;0.21;0.619222;-0.195139;0.760582
409.66;179.78;21.05;0.24;0.874811;0.152330;0.459892
409.54;178.53;21.35;0.19;0.843747;0.223479;0.488005
407.38;161.72;26.89;0.13;0.749746;-0.226015;0.621931
408.97;172.56;24.72;0.15;0.414995;0.137387;0.899391
408.52;169.26;25.34;0.24;0.637854;-0.049721;0.768550
407.41;161.02;26.48;0.16;0.891119;-0.108398;0.440632
408.98;173.14;24.63;0.13;0.375307;0.147593;0.915074
407.39;160.71;26.44;0.21;0.829821;-0.137075;0.540932
406.78;156.61;25.95;0.19;0.553309;-0.301370;0.776547
408.96;172.25;24.73;0.14;0.423086;0.119476;0.898178
408.61;167.70;25.26;0.13;0.570146;-0.084732;0.817162
409.74;177.61;21.68;0.15;0.851992;0.086764;0.516316
409.61;176.27;22.08;0.15;0.852345;0.129231;0.506761
409.65;175.12;22.29;0.18;0.867486;0.048270;0.495115
409.59;174.57;22.35;0.20;0.864589;0.086036;0.495059
409.93;176.73;21.57;0.18;0.859998;0.141150;0.490388
409.82;175.45;21.97;0.07;0.831724;0.087324;0.548279
409.71;174.23;22.32;0.19;0.857732;0.083371;0.507291
408.60;162.90;24.31;0.19;0.641667;-0.133120;0.755343
408.07;155.37;22.06;0.05;0.744530;-0.233547;0.625405
409.88;169.63;22.60;0.22;0.790988;0.125671;0.598786
410.01;168.73;22.35;0.13;0.793899;0.023636;0.607590
410.07;169.24;22.15;0.07;0.798539;0.070249;0.597829
409.88;166.09;22.34;0.10;0.644538;-0.079662;0.760410
409.74;163.99;22.14;0.14;0.648440;-0.155686;0.745176
410.01;176.26;21.50;0.09;0.874990;0.127872;0.466949
409.63;176.62;21.95;0.12;0.848518;0.117087;0.516050
408.86;164.35;24.43;0.17;0.690241;-0.133257;0.711203
408.90;169.47;25.02;0.10;0.573212;0.023481;0.819071
408.85;168.66;24.99;0.06;0.543937;-0.028918;0.838627
408.11;157.44;22.80;0.25;0.776029;-0.242021;0.582412
407.89;154.26;21.99;0.15;0.846065;-0.246323;0.472756
408.92;176.18;24.17;0.10;0.405927;0.149552;0.901586
408.12;156.51;22.62;0.17;0.816300;-0.219007;0.534500
408.00;154.81;21.88;0.09;0.756260;-0.229217;0.612805
408.88;165.98;24.70;0.14;0.687469;-0.130305;0.714428
409.78;177.39;21.46;0.18;0.853050;0.095736;0.512973
409.73;171.40;22.48;0.19;0.827824;0.020661;0.560607
409.70;170.57;22.55;0.20;0.812938;0.032071;0.581467
409.96;169.05;22.38;0.10;0.783552;0.043766;0.619783
409.64;161.42;21.56;0.10;0.636004;-0.162416;0.754401
410.27;173.77;21.36;0.06;0.787400;0.070278;0.612423
410.25;173.10;21.46;0.12;0.815920;0.055149;0.575528
393.44;171.79;45.58;0.14;-0.321291;0.605448;0.728152
408.70;178.50;23.42;0.18;0.399926;0.284358;0.871321
409.55;179.11;21.11;0.19;0.844770;0.102178;0.525283
408.78;181.34;21.95;0.19;0.211432;0.319277;0.923774
405.26;182.50;28.97;0.12;0.410786;0.285565;0.865857
400.33;182.51;36.25;0.21;0.959610;0.102031;0.262181
405.19;188.67;25.81;0.07;0.295033;0.440233;0.848027
403.83;188.87;28.07;0.14;0.281655;0.412587;0.866281
388.16;186.56;46.71;0.20;0.673903;0.095433;0.732631
404.44;189.13;26.34;0.24;0.945357;0.187430;0.266779
403.86;189.44;27.67;0.15;0.234279;0.503775;0.831459
389.57;187.92;45.15;0.15;0.852408;0.009456;0.522792
407.03;189.29;20.71;0.16;0.811014;0.294485;0.505506
404.82;190.26;25.21;0.19;0.371559;0.415830;0.830078
389.75;190.40;43.79;0.25;0.419455;0.455084;0.785466
390.57;191.43;42.71;0.12;0.581422;0.356670;0.731256
406.82;189.33;21.04;0.16;0.880283;0.205646;0.427566
403.26;193.41;25.05;0.24;-0.309618;0.585548;0.749180
397.72;194.88;32.99;0.19;0.202899;0.701629;0.683043
390.47;191.18;42.96;0.11;0.595488;0.350767;0.722743
394.99;188.98;39.60;0.22;0.001384;0.695951;0.718088
399.11;194.83;31.21;0.14;0.987164;0.091032;0.131228
407.27;189.30;20.46;0.20;0.707098;0.347834;0.615649
408.77;183.72;20.90;0.12;0.124936;0.405690;0.905432
407.08;188.82;20.94;0.24;0.759792;0.358026;0.542709
407.29;188.04;21.20;0.22;0.623097;0.376488;0.685571
407.95;185.98;21.51;0.09;0.887840;0.242408;0.391125
407.51;186.93;21.79;0.15;0.526882;0.389860;0.755252
407.70;185.47;22.31;0.18;0.494163;0.362171;0.790339
406.64;188.90;22.41;0.10;0.911615;0.160206;0.378540
405.79;191.07;22.31;0.01;0.468877;0.413715;0.780381
407.70;184.46;22.86;0.21;0.619203;0.247366;0.745250
406.09;189.58;22.99;0.20;0.645603;0.258559;0.718571
409.64;168.74;22.92;0.11;0.730326;0.009738;0.683029
409.48;169.80;23.10;0.18;0.820501;0.069679;0.567383
408.88;175.47;24.29;0.14;0.444373;0.203609;0.872397
404.50;189.36;26.54;0.15;0.990945;0.028056;-0.131303
405.47;185.13;27.51;0.14;0.392526;0.437386;0.809084
403.99;187.74;28.48;0.20;0.578500;0.309281;0.754774
403.98;186.00;29.52;0.23;0.639226;0.330185;0.694528
399.13;192.08;33.11;0.15;0.958069;0.116011;0.262003
399.25;191.03;33.79;0.18;0.960937;0.262306;0.088289
399.42;188.52;34.97;0.11;0.963176;0.122821;0.239178
399.48;187.42;35.58;0.09;0.956630;0.132902;0.259224
400.37;181.97;36.49;0.13;0.964132;0.077080;0.253985
400.16;183.10;36.64;0.12;0.889509;0.266704;0.371001
399.50;183.91;37.19;0.08;0.819334;0.273111;0.504085
391.20;181.42;46.14;0.15;0.350593;0.452122;0.820165
388.02;187.24;46.42;0.23;0.232545;0.478768;0.846584
393.42;184.46;43.35;0.15;0.247819;0.500256;0.829656
391.66;192.43;41.35;0.14;0.759955;0.175140;0.625935
400.15;184.53;35.84;0.18;0.859824;0.254143;0.442847
399.53;188.53;34.59;0.25;0.976722;0.105224;0.186927
407.55;161.69;26.36;0.14;0.966626;-0.100611;0.235607
405.36;182.92;28.97;0.08;0.406013;0.301828;0.862585
405.27;185.40;27.48;0.13;0.462612;0.413916;0.784005
404.60;187.40;27.47;0.17;0.999793;0.011053;0.017082
408.54;179.81;23.43;0.15;0.724162;0.203137;0.659034
405.69;191.34;22.07;0.20;0.690016;0.408715;0.597352
405.61;191.66;22.09;0.18;0.917618;0.341074;0.204074
408.52;183.72;21.37;0.21;0.534565;0.162305;0.829395
406.82;156.53;25.55;0.15;0.438478;-0.270420;0.857094
407.30;158.03;25.67;0.12;0.852529;-0.186631;0.488226
408.90;168.35;24.98;0.20;0.559212;-0.031915;0.828410
408.55;163.98;24.61;0.20;0.624074;-0.132560;0.770039
408.70;162.29;24.11;0.15;0.742642;-0.136526;0.655625
408.95;163.56;24.09;0.14;0.861105;-0.175766;0.477079
409.61;172.91;22.76;0.19;0.853912;0.001345;0.520416
408.68;161.26;23.35;0.22;0.979228;-0.119478;0.163821
409.79;169.95;22.59;0.15;0.798223;0.091267;0.595408
408.31;157.68;22.80;0.15;0.746336;-0.240399;0.620637
408.92;160.15;22.86;0.15;0.770696;-0.123252;0.625169
409.07;159.77;22.18;0.15;0.994554;-0.014130;0.103260
409.29;157.86;20.63;0.13;0.729019;-0.199668;0.654724
409.29;159.04;21.05;0.13;0.710647;-0.233745;0.663584
409.68;160.74;21.28;0.14;0.586398;-0.231759;0.776160
409.12;159.23;21.38;0.24;0.881545;-0.142370;0.450120
409.51;161.06;21.60;0.11;0.711770;-0.206243;0.671452
409.70;162.31;21.68;0.13;0.668012;-0.261810;0.696574
409.27;161.12;21.89;0.21;0.852481;-0.132608;0.505660
409.90;165.33;22.17;0.12;0.612430;-0.132619;0.779321
409.92;165.66;22.16;0.20;0.658512;-0.110985;0.744341
410.14;169.87;22.07;0.10;0.795668;0.097458;0.597842
410.14;171.29;21.97;0.05;0.811913;0.034936;0.582732
410.13;171.63;21.95;0.11;0.795769;0.040845;0.604221
410.11;172.11;21.89;0.15;0.810408;0.076021;0.580912
410.10;172.72;21.84;0.14;0.822562;0.023502;0.568190
407.70;153.01;21.54;0.24;0.840318;-0.203668;0.502380
408.03;154.40;21.74;0.13;0.758022;-0.270609;0.593441
408.27;155.52;21.88;0.23;0.621488;-0.268623;0.735931
409.34;162.87;22.33;0.19;0.831764;-0.108870;0.544348
409.54;164.45;22.40;0.22;0.757379;-0.091936;0.646472
409.70;165.71;22.46;0.14;0.656035;-0.104671;0.747437
409.81;167.44;22.44;0.16;0.739499;-0.055784;0.670842
409.87;169.79;22.33;0.10;0.786715;0.106946;0.607982
409.90;172.49;22.17;0.12;0.845969;0.048779;0.530996
409.93;173.30;22.15;0.03;0.863808;0.006717;0.503776
409.83;176.38;21.85;0.14;0.834400;0.127133;0.536296
407.77;153.95;22.04;0.18;0.848425;-0.281782;0.448079
408.93;160.83;22.60;0.23;0.942302;-0.053142;0.330519
409.73;172.72;22.50;0.18;0.853586;0.012175;0.520809
407.53;153.70;22.34;0.04;0.837021;-0.343917;0.425578
407.71;154.42;22.44;0.11;0.853647;-0.205535;0.478583
407.90;155.48;22.54;0.16;0.815417;-0.205759;0.541071
408.80;182.90;21.46;0.14;0.139201;0.443434;0.885432
407.48;154.23;22.74;0.13;0.776029;-0.242021;0.582412
408.42;158.78;23.25;0.10;0.807047;-0.307973;0.503812
408.50;159.24;23.29;0.15;0.864775;-0.269007;0.424028
408.77;160.55;23.44;0.17;0.948308;-0.138155;0.285700
408.80;182.04;21.99;0.22;0.364162;0.420914;0.830793
407.45;155.35;23.10;0.25;0.800432;-0.186818;0.569568
407.63;156.21;23.21;0.23;0.830309;-0.165466;0.532173
408.43;161.14;24.03;0.14;0.658802;-0.223773;0.718266
408.69;162.65;24.16;0.14;0.735570;-0.152551;0.660049
408.92;164.10;24.25;0.16;0.733611;-0.172345;0.657352
408.98;164.63;24.27;0.06;0.768381;-0.116960;0.629214
409.15;167.17;24.24;0.14;0.982899;-0.090451;-0.160399
408.45;162.65;24.40;0.21;0.581344;-0.150940;0.799535
408.80;165.16;24.54;0.24;0.681980;-0.152727;0.715247
408.95;166.28;24.58;0.09;0.735004;-0.142792;0.662857
408.98;166.68;24.59;0.18;0.738415;-0.152515;0.656873
408.51;164.47;24.77;0.18;0.617118;-0.145646;0.773274
408.80;170.78;25.03;0.25;0.567555;0.100157;0.817221
408.72;173.24;24.77;0.21;0.504847;0.154545;0.849262
407.36;158.33;25.57;0.13;0.940605;-0.203038;0.272099
407.33;158.80;25.97;0.16;0.807941;-0.170014;0.564205
407.39;159.40;25.98;0.13;0.837476;-0.210505;0.504303
407.64;161.98;26.46;0.11;0.957606;-0.179801;0.225084
407.01;159.47;26.57;0.17;0.546309;-0.258284;0.796766
407.49;162.04;26.80;0.08;0.808930;-0.199566;0.552997
407.60;163.04;26.82;0.14;0.929702;-0.109936;0.351522
407.23;162.74;27.47;0.11;0.674710;-0.172885;0.717549
406.98;163.21;27.71;0.17;0.487303;-0.199420;0.850157
407.20;164.13;27.82;0.09;0.483107;-0.192944;0.854038
407.41;165.72;27.89;0.15;0.635815;-0.129545;0.760893
407.18;166.18;28.15;0.11;0.439634;-0.161054;0.883620
406.85;167.23;28.77;0.09;0.838449;-0.246783;0.485902
406.87;167.63;28.76;0.18;0.845911;-0.213369;0.488782
407.01;168.15;28.84;0.06;0.874008;-0.228587;0.428787
406.49;166.01;29.05;0.23;0.943667;-0.187638;0.272554
405.11;187.00;26.62;0.20;0.313430;0.380702;0.869958
405.26;184.63;27.90;0.14;0.450948;0.349682;0.821199
405.93;176.47;30.12;0.20;0.624318;0.129632;0.770340
405.00;161.14;31.05;0.16;0.575385;-0.426150;0.698089
405.75;176.71;30.39;0.10;0.575962;0.141386;0.805157
405.65;170.84;31.25;0.22;0.437124;0.111038;0.892521
404.72;162.43;31.57;0.20;0.433384;-0.218926;0.874214
405.03;166.37;31.94;0.21;0.346805;-0.101208;0.932461
399.79;183.22;37.07;0.16;0.811601;0.276789;0.514483
394.49;145.84;37.54;0.15;-0.799170;0.240527;-0.550884
394.21;147.46;38.54;0.24;0.970454;-0.229877;0.073312
393.29;148.05;40.20;0.16;0.897720;0.101918;0.428616
392.76;149.52;41.41;0.22;0.946308;-0.026532;0.322174
392.71;149.80;41.63;0.15;0.936811;0.013982;0.349556
395.85;165.84;43.18;0.11;0.236419;-0.217287;0.947044
395.70;166.18;43.27;0.20;0.165096;-0.259052;0.951649
395.83;166.73;43.34;0.10;0.035637;-0.402571;0.914695
396.04;179.66;42.24;0.08;0.665173;-0.021005;0.746394
395.82;167.46;43.51;0.11;0.248537;-0.175991;0.952500
395.65;167.77;43.59;0.04;0.322806;-0.047585;0.945268
395.67;179.24;42.68;0.11;0.847256;-0.174216;0.501802
395.44;178.63;42.78;0.24;0.807456;-0.109510;0.579674
391.27;148.51;42.28;0.17;-0.220614;-0.503608;0.835289
394.93;177.65;43.38;0.21;0.866701;-0.214056;0.450565
391.49;154.69;44.60;0.18;0.971403;0.231520;0.052674
391.40;155.09;44.78;0.11;0.963938;0.265113;-0.023213
391.26;155.57;44.89;0.23;0.960182;0.269055;-0.075233
391.65;192.98;41.16;0.19;0.648857;0.344858;0.678276
391.20;156.13;45.39;0.07;0.980340;0.189859;0.053734
392.85;167.72;45.90;0.22;0.994160;-0.027463;-0.104359
392.37;163.57;46.22;0.15;0.010329;-0.180189;0.983578
391.97;163.36;46.48;0.17;0.497074;0.039711;0.866799
390.86;192.07;42.15;0.11;0.503621;0.402571;0.764396
390.80;157.97;46.33;0.23;0.972137;0.172003;-0.159262
390.73;158.26;46.23;0.15;0.987971;0.153130;0.021552
390.69;158.58;46.44;0.13;0.966913;0.251864;-0.040544
389.88;191.04;43.31;0.23;0.125288;0.582222;0.803319
389.80;190.11;43.90;0.20;0.555611;0.345029;0.756473
390.77;178.84;47.04;0.03;0.426521;0.248678;0.869620
390.79;179.34;46.98;0.17;0.466213;0.238422;0.851939
390.64;176.84;47.46;0.17;0.175857;0.276736;0.944718
389.57;189.37;44.48;0.16;0.565697;0.309291;0.764412
390.18;190.05;43.78;0.13;0.687043;0.185978;0.702413
390.55;159.08;46.53;0.25;0.972628;0.226335;-0.052608
390.89;157.37;46.13;0.13;0.990213;0.091493;0.105391
392.22;164.10;46.27;0.16;-0.020377;-0.233732;0.972087
392.26;162.74;46.02;0.07;0.306222;-0.065896;0.949677
392.43;161.77;45.83;0.06;0.457179;-0.033715;0.888735
391.26;155.75;45.18;0.13;0.968356;0.236765;-0.078922
394.53;176.90;44.17;0.21;0.948452;-0.314453;0.039466
395.11;178.30;43.47;0.17;0.911049;-0.290078;0.292993
394.67;168.49;44.27;0.24;0.226829;-0.194616;0.954292
395.26;178.38;43.08;0.16;0.838554;-0.187512;0.511533
395.60;175.22;43.47;0.07;0.109201;0.460914;0.880700
395.46;178.31;42.77;0.24;0.719414;-0.023840;0.694172
394.05;193.07;38.57;0.24;0.833600;0.054824;0.549642
395.71;178.23;42.50;0.23;0.557592;0.099932;0.824078
395.64;168.44;43.67;0.23;0.625948;0.348112;0.697859
396.05;179.11;42.15;0.20;0.464657;0.044967;0.884348
396.38;165.57;42.74;0.13;0.167960;-0.285395;0.943578
396.56;163.78;42.17;0.16;0.476305;0.009339;0.879230
400.22;179.80;37.65;0.08;0.989296;0.026004;0.143589
404.91;167.24;31.92;0.25;0.416926;0.049602;0.907586
404.74;163.60;31.80;0.21;0.432972;-0.141466;0.890237
405.05;165.05;31.92;0.19;0.366399;-0.037813;0.929689
405.07;165.40;31.88;0.15;0.288802;-0.112092;0.950804
405.07;163.69;31.62;0.07;0.450986;-0.164924;0.877161
406.77;167.24;29.10;0.16;0.865117;-0.249990;0.434831
403.21;148.45;27.29;0.18;0.869788;-0.191146;0.454898
406.88;166.73;28.56;0.17;0.751427;-0.243155;0.613378
407.21;167.02;28.36;0.18;0.634356;-0.152185;0.757913
407.29;167.35;28.25;0.17;0.594710;-0.198237;0.779116
407.09;165.53;28.13;0.11;0.489555;-0.135100;0.861443
406.91;164.20;27.95;0.25;0.509801;-0.177907;0.841696
406.97;163.77;27.89;0.15;0.545965;-0.166033;0.821191
407.33;163.32;27.48;0.10;0.646869;-0.129971;0.751444
407.08;160.35;26.87;0.15;0.590275;-0.228946;0.774054
407.73;163.21;26.57;0.14;0.979593;-0.099060;0.174884
406.42;155.77;25.59;0.22;0.456578;-0.272102;0.847052
407.61;160.82;26.16;0.16;0.927836;-0.081907;0.363884
407.43;159.09;25.89;0.19;0.860716;-0.125853;0.493284
408.48;169.56;25.38;0.22;0.662672;-0.012503;0.748805
408.73;171.47;25.00;0.13;0.617587;0.079549;0.782470
408.70;165.30;24.83;0.12;0.618445;-0.126062;0.775651
408.72;165.72;24.78;0.10;0.594308;-0.122401;0.794869
408.49;163.15;24.52;0.13;0.557787;-0.157018;0.814997
408.21;160.87;24.15;0.24;0.615319;-0.250219;0.747511
408.40;160.61;23.99;0.14;0.655001;-0.269331;0.705999
408.84;162.91;24.13;0.18;0.796233;-0.119214;0.593128
408.83;161.96;23.83;0.19;0.947065;-0.110247;0.301520
408.88;162.32;23.83;0.18;0.976796;-0.077212;0.199771
408.79;161.94;23.35;0.20;0.967809;-0.076571;0.239756
408.93;162.99;23.33;0.21;0.901400;-0.095540;0.422315
409.63;171.40;22.78;0.19;0.851981;0.001346;0.523571
409.72;175.65;22.19;0.06;0.830599;0.112007;0.545490
408.05;156.77;22.83;0.16;0.809391;-0.166683;0.563120
408.44;158.60;23.00;0.10;0.764176;-0.267383;0.586976
409.44;166.45;22.89;0.22;0.773920;-0.110560;0.623558
409.64;168.41;22.80;0.16;0.715034;-0.038230;0.698043
409.67;169.26;22.70;0.19;0.775924;0.032272;0.630000
409.80;171.87;22.42;0.17;0.827824;0.020661;0.560607
409.83;167.67;22.66;0.12;0.732567;-0.061887;0.677876
409.85;168.38;22.57;0.17;0.759481;-0.035226;0.649575
410.05;174.59;21.79;0.14;0.849368;0.065984;0.523660
409.07;160.00;22.49;0.13;0.919632;-0.043666;0.390347
409.06;160.63;22.37;0.20;0.978225;-0.089375;0.187320
409.10;161.05;22.34;0.17;0.952184;-0.137168;0.273004
409.76;165.39;22.43;0.19;0.646405;-0.146157;0.748865
409.13;158.18;21.17;0.08;0.869193;-0.124991;0.478415
410.10;172.42;21.92;0.08;0.831454;0.063524;0.551950
410.15;173.32;21.78;0.14;0.835545;0.048985;0.547233
409.25;164.75;22.99;0.23;0.855991;-0.048557;0.514705
409.35;166.80;23.22;0.20;0.848583;-0.066142;0.524911
408.84;167.74;25.03;0.10;0.513935;-0.101642;0.851786
408.75;168.38;25.27;0.12;0.546778;-0.043130;0.836166
408.75;170.34;25.33;0.14;0.659992;0.035331;0.750441
408.82;173.52;24.63;0.10;0.429413;0.126131;0.894257
408.86;174.56;24.43;0.12;0.461405;0.146088;0.875079
408.87;179.05;23.28;0.17;0.384332;0.313897;0.868192
407.05;161.65;27.38;0.14;0.515776;-0.235563;0.823702
407.97;181.78;23.68;0.13;0.762246;0.148841;0.629943
405.04;162.10;31.30;0.15;0.518180;-0.262980;0.813838
404.72;163.24;31.79;0.21;0.416320;-0.175522;0.892115
405.17;167.43;31.86;0.17;0.393973;0.054756;0.917490
405.41;173.02;31.15;0.25;0.447222;0.151969;0.881418
404.09;184.65;29.93;0.18;0.741002;0.156080;0.653112
403.83;184.53;30.31;0.19;0.674113;0.165865;0.719764
396.11;164.96;42.93;0.17;0.497905;0.023064;0.866925
395.10;164.55;43.56;0.25;0.654680;0.286523;0.699499
395.99;168.59;43.26;0.19;0.667367;0.466655;0.580392
396.14;178.30;42.34;0.21;0.216344;0.249416;0.943921
393.55;168.58;45.39;0.18;0.606672;-0.442887;0.660152
390.85;177.80;47.23;0.11;0.251563;0.251563;0.934576
389.61;189.85;44.29;0.23;0.384608;0.432484;0.815496
390.33;189.85;43.61;0.25;0.809171;0.023595;0.587100
391.38;180.62;46.22;0.09;0.299604;0.284989;0.910504
395.08;177.92;43.52;0.20;0.908638;-0.267763;0.320438
390.77;169.45;47.95;0.15;0.224003;0.001173;0.974588
396.36;179.13;42.06;0.17;0.256058;0.180189;0.949719
390.84;169.88;47.90;0.07;0.056320;-0.132180;0.989624
395.88;178.72;42.37;0.19;0.578832;0.043447;0.814289
395.18;178.03;43.26;0.21;0.849530;-0.205992;0.485660
388.14;187.17;46.70;0.17;0.387544;0.331960;0.860007
390.80;180.89;46.63;0.12;0.439972;0.391975;0.807948
394.65;193.86;37.64;0.17;0.930486;-0.056593;0.361929
391.49;194.09;40.35;0.25;0.192571;0.722525;0.663984
391.78;182.75;45.29;0.13;0.238258;0.418076;0.876610
392.94;192.08;40.12;0.23;0.739591;-0.009713;0.672986
393.31;192.69;39.62;0.04;0.749938;0.178702;0.636913
394.10;185.75;42.35;0.20;0.131445;0.574517;0.807869
394.10;173.29;44.90;0.21;-0.250568;0.490375;0.834714
394.09;172.88;45.16;0.21;-0.269366;0.509149;0.817441
390.42;156.00;46.09;0.10;-0.056984;-0.372386;0.926327
393.52;185.61;42.71;0.21;0.280217;0.558850;0.780490
392.22;192.52;40.86;0.09;0.681148;0.117235;0.722699
392.30;183.32;44.63;0.15;0.270836;0.530713;0.803114
391.55;181.39;45.78;0.03;0.146088;0.461405;0.875079
389.35;188.90;44.96;0.19;0.534626;0.347265;0.770443
387.67;186.32;47.15;0.14;0.208359;0.316083;0.925569
394.16;165.56;44.89;0.07;0.789843;0.610527;0.058349
393.98;172.31;45.22;0.19;-0.253309;0.602592;0.756781
391.37;182.52;45.41;0.25;0.235219;0.468921;0.851343
395.07;167.81;44.02;0.16;0.022238;-0.404217;0.914393
389.03;189.30;44.81;0.22;0.147504;0.564687;0.812017
394.34;173.41;44.57;0.19;-0.104420;0.504936;0.856817
396.97;168.06;42.15;0.21;0.450565;0.214056;0.866701
391.79;192.70;41.14;0.16;0.709089;0.234267;0.665066
392.59;192.62;40.27;0.18;0.743004;0.202356;0.637964
392.43;195.15;39.02;0.06;0.362272;0.670449;0.647500
399.48;176.59;38.96;0.18;0.896434;-0.435095;0.084256
394.04;192.76;38.58;0.23;0.852260;0.054400;0.520283
402.11;146.63;27.27;0.25;0.614670;-0.424772;0.664643
404.70;160.69;30.95;0.21;0.647470;-0.265669;0.714285
405.04;155.97;28.92;0.11;0.458888;-0.293999;0.838443
399.68;187.37;34.93;0.25;0.920792;0.277243;0.274370
405.10;155.96;28.59;0.21;0.370641;-0.383152;0.846062
399.39;189.09;34.90;0.08;0.954300;0.211319;0.211319
397.57;194.20;33.67;0.18;0.146158;0.721750;0.676546
399.24;191.79;32.97;0.20;0.965980;0.127340;0.225095
406.49;156.32;26.12;0.09;0.817508;-0.290286;0.497409
406.62;156.02;25.71;0.12;0.508325;-0.251845;0.823517
407.16;159.17;26.45;0.16;0.613240;-0.226259;0.756798
407.49;161.32;26.56;0.16;0.929662;-0.092832;0.356527
405.46;178.79;30.01;0.11;0.475520;0.277258;0.834871
405.39;179.68;29.71;0.16;0.496833;0.217269;0.840209
405.61;180.01;29.47;0.12;0.423024;0.215223;0.880187
403.93;185.45;29.92;0.08;0.682438;0.206752;0.701093
408.36;166.49;25.30;0.22;0.649364;-0.123335;0.750410
404.71;186.38;28.02;0.14;0.967846;0.081807;0.237871
404.84;187.60;26.65;0.23;0.678086;0.369417;0.635398
409.61;171.10;22.76;0.23;0.840061;0.015025;0.542283
408.05;181.18;23.62;0.23;0.902478;0.113334;0.415559
408.52;180.26;22.95;0.23;0.731263;0.306970;0.609118
409.52;177.62;22.12;0.18;0.875549;0.065215;0.478707
408.52;181.08;22.51;0.23;0.745439;0.236971;0.623030
406.78;186.85;23.10;0.22;0.839489;0.214047;0.499443
408.64;181.65;22.07;0.23;0.534491;0.296587;0.791427
408.51;182.21;22.17;0.21;0.807425;0.280639;0.518947
407.19;188.42;21.28;0.16;0.726812;0.307807;0.614003
406.28;189.21;22.86;0.15;0.650438;0.392249;0.650438
406.43;188.09;23.21;0.08;0.904451;0.176303;0.388441
408.32;182.82;22.40;0.18;0.958155;0.072723;0.276857
410.09;174.26;21.77;0.08;0.850251;0.054450;0.523554
409.93;173.61;22.17;0.09;0.867880;0.042503;0.494952
408.94;177.49;23.76;0.13;0.177088;0.358426;0.916608
409.95;172.06;22.18;0.14;0.823990;0.034738;0.565538
408.80;175.73;24.51;0.10;0.550877;0.199903;0.810292
409.62;170.19;22.79;0.20;0.824530;0.043396;0.564152
