//X;Y;Z;C2C absolute distances;Nx;Ny;Nz
409.54;170.48;22.90;0.22;0.833246;0.026168;0.552283
408.79;172.04;24.94;0.22;0.512830;0.098566;0.852813
405.20;181.15;29.51;0.21;0.387307;0.310764;0.867997
408.31;169.82;25.60;0.25;0.687381;-0.006943;0.726264
399.57;189.08;34.34;0.14;0.956468;0.193969;0.218048
405.65;171.40;31.26;0.20;0.411106;0.077851;0.908257
405.18;169.88;31.66;0.18;0.338709;0.097730;0.935802
405.33;168.83;31.66;0.15;0.375419;0.099657;0.921482
393.85;192.95;38.88;0.19;0.773325;0.123198;0.621925
391.80;194.93;39.40;0.22;0.085819;0.754913;0.650185
395.01;188.62;39.91;0.21;-0.004146;0.648164;0.761489
399.62;177.09;38.58;0.22;0.912552;-0.408351;0.022321
390.91;192.71;41.70;0.20;0.235658;0.597729;0.766280
391.20;192.27;41.96;0.16;0.531571;0.369011;0.762406
394.04;186.90;41.55;0.24;0.247639;0.629351;0.736609
391.29;191.24;42.15;0.24;0.795960;0.073142;0.600914
390.59;192.30;42.29;0.15;0.303214;0.604823;0.736376
394.31;186.59;41.72;0.04;0.172419;0.663737;0.727822
391.35;190.95;42.15;0.22;0.835989;-0.001355;0.548745
391.16;191.42;42.36;0.11;0.698872;0.189760;0.689615
399.52;176.89;39.06;0.10;0.906363;-0.407933;0.109989
392.07;191.55;41.20;0.23;0.774845;0.070440;0.628214
404.57;160.57;31.27;0.15;0.598491;-0.321023;0.733998
392.21;192.22;40.92;0.04;0.712784;0.064799;0.698384
392.88;192.69;39.90;0.17;0.721254;0.223730;0.655544
393.44;192.57;39.30;0.18;0.754702;0.120100;0.644981
400.29;181.81;36.84;0.12;0.943117;0.110720;0.313483
405.11;169.01;31.77;0.21;0.334522;0.106133;0.936392
407.24;159.12;26.14;0.21;0.732346;-0.195806;0.652173
407.59;153.18;21.96;0.08;0.838930;-0.120678;0.530692
405.65;170.24;31.19;0.18;0.450120;0.142370;0.881545
407.53;160.49;26.07;0.09;0.924306;-0.137191;0.356142
407.09;163.52;27.68;0.13;0.536952;-0.166021;0.827115
407.49;162.88;27.05;0.12;0.849492;-0.120116;0.513747
405.52;172.34;31.39;0.13;0.412805;0.104244;0.904835
407.68;162.73;26.60;0.06;0.961924;-0.101730;0.253680
408.41;158.02;22.69;0.10;0.623318;-0.275790;0.731721
405.46;174.52;30.98;0.19;0.497566;0.132007;0.857323
408.27;161.73;24.42;0.23;0.571040;-0.170257;0.803072
408.51;157.75;22.56;0.02;0.571927;-0.224741;0.788918
394.81;194.34;37.00;0.09;0.911070;-0.024979;0.411494
405.61;172.49;31.09;0.21;0.473792;0.128169;0.871260
400.20;184.82;35.70;0.11;0.839356;0.240035;0.487713
399.74;185.17;36.19;0.22;0.864118;0.243648;0.440382
399.45;185.33;36.43;0.09;0.880819;0.189692;0.433792
399.53;185.02;36.62;0.07;0.868103;0.206975;0.451175
405.46;169.86;31.48;0.11;0.410506;0.121891;0.903674
393.85;193.26;38.79;0.14;0.764423;0.076587;0.640150
393.24;193.26;39.44;0.17;0.758480;0.126662;0.639269
404.71;166.51;32.13;0.23;0.321039;-0.063688;0.944922
392.39;192.49;40.47;0.24;0.723143;0.110911;0.681736
404.66;164.52;32.14;0.09;0.387636;0.035479;0.921129
391.60;191.75;41.59;0.19;0.827519;0.084616;0.555025
405.19;152.71;26.88;0.11;0.179770;-0.437002;0.881312
405.00;149.40;24.70;0.16;0.507520;-0.477568;0.717184
391.14;191.98;42.10;0.21;0.568429;0.305831;0.763777
405.18;153.53;27.42;0.09;0.169009;-0.465877;0.868559
404.33;161.32;31.87;0.20;0.518533;-0.187874;0.834162
394.94;187.93;40.53;0.24;0.095068;0.650850;0.753231
405.05;163.31;31.60;0.11;0.491810;-0.163937;0.855130
392.52;192.15;40.63;0.10;0.724705;0.041128;0.687831
392.61;192.29;40.32;0.15;0.730201;0.044125;0.681806
392.76;192.42;40.00;0.25;0.717974;0.139982;0.681849
400.20;182.03;37.03;0.13;0.931681;0.121405;0.342390
408.37;159.24;23.57;0.17;0.782140;-0.262812;0.564966
409.25;161.29;22.15;0.24;0.915674;-0.102962;0.388509
399.35;190.49;33.60;0.22;0.973163;0.222122;0.060132
405.37;183.03;28.59;0.13;0.441898;0.381276;0.812007
404.65;184.51;29.06;0.13;0.878735;0.145734;0.454518
408.73;176.03;24.48;0.06;0.567435;0.180066;0.803488
405.09;184.92;27.85;0.23;0.619093;0.354468;0.700768
408.87;178.24;23.37;0.12;0.216162;0.333548;0.917616
407.42;187.78;21.33;0.11;0.572100;0.419540;0.704761
408.52;184.37;20.52;0.24;-0.264048;0.438044;0.859300
406.66;188.63;22.21;0.16;0.952158;0.150903;0.265750
406.78;188.39;22.46;0.12;0.927135;0.165908;0.335999
407.62;184.94;22.69;0.13;0.465991;0.395045;0.791702
407.70;184.13;22.83;0.25;0.692426;0.290787;0.660295
408.81;181.56;22.31;0.12;0.382706;0.345520;0.856827
408.70;180.21;22.60;0.20;0.220541;0.412959;0.883644
405.04;188.99;25.83;0.16;0.316616;0.406196;0.857181
405.23;187.66;26.34;0.18;0.255656;0.428111;0.866811
404.66;188.55;26.48;0.17;0.659503;0.279450;0.697828
408.71;178.11;23.70;0.20;0.412587;0.281655;0.866281
405.17;185.92;27.26;0.23;0.540835;0.409325;0.734813
408.41;177.09;24.34;0.25;0.734252;0.243703;0.633627
404.14;187.59;28.18;0.20;0.821852;0.295867;0.486849
405.51;184.43;27.81;0.09;0.397099;0.397099;0.827421
404.91;185.51;28.04;0.17;0.828260;0.235109;0.508635
405.26;184.12;28.06;0.20;0.423093;0.426310;0.799533
404.81;183.68;29.11;0.19;0.743518;0.257311;0.617230
399.09;194.13;31.73;0.23;0.963992;0.219858;0.149607
408.80;166.23;24.89;0.20;0.604433;-0.132173;0.785615
399.52;187.13;35.44;0.17;0.929623;0.165359;0.329328
394.86;194.62;36.89;0.13;0.885729;0.039336;0.462532
399.99;185.77;35.54;0.13;0.820839;0.289248;0.492503
400.47;184.51;35.31;0.25;0.898001;0.168106;0.406615
407.82;153.78;21.80;0.17;0.798189;-0.323418;0.508228
399.90;185.24;35.85;0.20;0.847964;0.222989;0.480867
399.52;186.05;36.24;0.10;0.918509;0.204272;0.338548
399.54;185.75;36.24;0.12;0.889515;0.184891;0.417825
394.55;193.29;37.79;0.17;0.917945;-0.001284;0.396706
405.52;169.42;31.51;0.12;0.372828;0.128896;0.918904
399.79;184.32;36.45;0.20;0.866703;0.191119;0.460760
399.99;183.31;36.77;0.15;0.840381;0.277032;0.465847
400.16;182.81;36.81;0.12;0.888068;0.238696;0.392885
395.23;189.27;39.31;0.25;-0.004158;0.688853;0.724889
392.71;193.28;39.84;0.21;0.688142;0.152752;0.709315
400.17;178.64;37.59;0.25;0.976182;-0.216799;-0.008203
400.19;179.07;37.88;0.14;0.994323;-0.068227;0.081649
391.59;193.49;40.82;0.12;0.459172;0.518847;0.721082
391.39;191.99;41.69;0.15;0.766424;0.178274;0.617101
391.37;191.63;41.86;0.24;0.793208;0.097514;0.601092
391.15;191.67;42.09;0.17;0.661025;0.220342;0.717283
390.83;191.59;42.66;0.17;0.608552;0.335921;0.718903
390.49;192.10;42.49;0.17;0.312544;0.559373;0.767736
394.51;186.71;41.52;0.14;0.107295;0.630542;0.768703
400.04;178.01;38.02;0.18;0.969846;-0.243361;0.013187
405.06;162.43;31.36;0.16;0.526815;-0.212253;0.823052
404.72;164.82;32.13;0.15;0.376443;-0.014133;0.926332
395.27;188.92;39.71;0.21;-0.049902;0.680095;0.731423
393.04;192.51;40.08;0.24;0.742939;0.149191;0.652521
400.26;179.55;37.47;0.16;0.992093;-0.023330;0.123317
391.89;193.98;40.29;0.23;0.521167;0.561646;0.642604
400.24;179.31;37.68;0.18;0.994651;-0.038552;0.095830
400.20;178.95;37.60;0.18;0.991406;-0.117239;0.058050
391.41;193.99;40.66;0.11;0.117284;0.705190;0.699251
392.02;193.09;40.71;0.10;0.681431;0.318864;0.658770
400.10;178.34;38.06;0.20;0.976228;-0.216021;-0.017707
391.80;192.24;41.14;0.12;0.780894;0.094875;0.617417
399.85;177.38;38.48;0.17;0.943004;-0.328955;0.050311
390.90;192.46;41.90;0.14;0.377134;0.506622;0.775309
390.87;192.36;42.21;0.20;0.430963;0.483399;0.761969
393.86;185.93;42.42;0.02;0.177828;0.600360;0.779708
390.47;190.86;43.25;0.12;0.686283;0.297336;0.663782
403.15;148.57;27.56;0.16;0.811545;-0.219378;0.541542
392.09;183.11;44.75;0.19;0.364964;0.493585;0.789415
388.30;187.20;46.30;0.20;0.587875;0.198005;0.784345
396.18;168.35;43.22;0.09;0.694134;0.451104;0.560967
394.26;172.93;44.87;0.15;-0.226519;0.537790;0.812078
393.74;171.88;45.42;0.11;-0.348922;0.572881;0.741661
393.30;171.22;45.87;0.16;0.152291;0.314185;0.937067
397.30;145.27;33.96;0.17;-0.743951;0.345232;-0.572146
394.42;164.99;44.60;0.21;0.726213;0.537629;0.428449
390.74;157.65;46.29;0.17;0.976228;0.017707;0.216021
391.82;162.78;46.52;0.18;0.873136;0.034054;0.486286
392.18;163.34;46.11;0.14;0.225581;-0.130192;0.965486
395.68;164.56;43.35;0.19;0.747816;0.257704;0.611849
396.59;164.63;42.38;0.07;0.321308;-0.116961;0.939724
391.20;190.83;42.44;0.20;0.800459;0.009644;0.599311
403.48;148.60;26.80;0.07;0.935642;-0.120510;0.331740
403.50;148.35;26.60;0.17;0.937822;-0.271731;0.215992
402.54;147.40;27.36;0.20;0.555297;-0.388216;0.735482
394.19;176.02;44.39;0.21;0.949264;-0.313920;-0.018760
393.96;175.39;44.64;0.24;0.904330;-0.418544;-0.083709
396.69;164.32;42.39;0.20;0.367875;-0.122625;0.921754
396.59;164.89;42.56;0.15;0.264971;-0.127871;0.955740
396.24;164.92;42.57;0.24;0.452236;0.067354;0.889351
395.46;168.15;43.70;0.13;0.440378;0.090298;0.893260
395.48;167.44;43.70;0.11;0.074702;-0.326332;0.942299
392.52;162.94;45.96;0.10;0.028653;-0.159311;0.986813
392.20;162.45;46.08;0.08;0.456163;-0.009255;0.889848
392.80;150.06;41.39;0.20;0.932783;0.095292;0.347613
392.12;152.47;43.16;0.09;0.970126;0.237306;0.050412
391.79;153.57;44.03;0.11;0.962817;0.269687;-0.015864
391.65;154.19;44.32;0.16;0.978536;0.196673;-0.061536
391.15;156.54;45.42;0.21;0.981707;0.189371;-0.019750
390.85;157.76;45.96;0.23;0.986221;0.145276;-0.079134
409.52;176.88;22.19;0.16;0.915379;0.060311;0.398049
391.82;153.10;43.74;0.16;0.956007;0.285394;0.067829
407.68;154.09;22.36;0.14;0.847822;-0.238973;0.473380
407.07;154.12;23.30;0.23;0.835539;-0.184509;0.517524
409.53;175.06;22.57;0.16;0.908599;0.049658;0.414708
409.52;176.59;22.36;0.15;0.918004;0.074141;0.389579
409.65;177.85;21.89;0.19;0.865796;0.086156;0.492925
395.80;177.26;42.87;0.14;0.327654;0.199996;0.923388
394.62;177.17;43.77;0.24;0.933241;-0.235070;0.271667
394.67;177.52;44.03;0.21;0.936330;-0.323013;0.137655
395.26;178.70;43.16;0.09;0.895562;-0.237538;0.376224
409.54;179.70;21.41;0.16;0.920562;0.068339;0.384572
395.82;179.19;42.36;0.12;0.685050;-0.089100;0.723027
404.04;184.31;30.23;0.12;0.703746;0.162637;0.691586
406.57;187.89;23.01;0.17;0.907052;0.118797;0.403911
406.52;188.43;23.00;0.11;0.882053;0.205369;0.424035
408.00;183.56;23.06;0.12;0.748296;0.206053;0.630552
394.21;176.25;44.57;0.07;0.926324;-0.347544;-0.145387
408.31;157.18;22.59;0.17;0.688683;-0.217068;0.691807
407.51;155.05;23.05;0.19;0.806100;-0.193525;0.559241
407.35;154.56;23.06;0.13;0.757210;-0.222343;0.614164
405.02;153.98;27.62;0.16;0.242188;-0.470668;0.848420
406.96;153.63;23.17;0.20;0.902537;-0.253884;0.347807
392.10;152.14;43.13;0.03;0.968589;0.215667;0.123785
406.88;153.20;23.07;0.22;0.868061;-0.197354;0.455546
406.78;151.37;22.35;0.07;0.970826;0.227479;0.075826
406.07;151.04;23.71;0.22;0.841619;-0.352634;0.409055
403.21;150.07;28.19;0.15;0.797017;-0.299476;0.524479
403.47;149.87;27.48;0.24;0.920133;-0.105589;0.377104
393.14;148.65;40.39;0.19;0.922805;-0.003840;0.385249
403.20;149.26;27.83;0.08;0.846609;-0.216574;0.486157
403.48;148.97;27.04;0.11;0.978409;-0.044202;0.201894
403.41;149.06;27.34;0.16;0.952318;-0.162068;0.258505
403.48;149.28;27.09;0.22;0.976349;-0.107932;0.187330
403.43;149.30;27.62;0.16;0.929939;-0.113009;0.349918
403.43;149.51;27.34;0.21;0.967235;-0.058357;0.247086
403.22;149.63;27.78;0.23;0.913640;-0.041107;0.404441
392.93;148.87;40.93;0.18;0.938038;-0.037418;0.344506
392.97;149.25;40.92;0.08;0.935306;0.016588;0.353451
392.91;149.46;41.12;0.19;0.952941;-0.028801;0.301785
405.03;151.51;26.25;0.21;0.238187;-0.456651;0.857168
407.08;153.55;22.84;0.19;0.786925;-0.292920;0.543089
407.47;153.96;22.59;0.10;0.800683;-0.247201;0.545708
407.29;153.95;22.84;0.14;0.716270;-0.286828;0.636150
391.87;152.73;43.65;0.03;0.952318;0.258505;0.162068
391.65;153.84;44.12;0.14;0.972432;0.232668;-0.015511
408.11;155.96;22.38;0.15;0.788063;-0.221401;0.574403
408.20;156.37;22.32;0.09;0.733695;-0.247721;0.632713
407.92;156.34;22.81;0.16;0.802605;-0.213312;0.557066
409.13;156.84;20.55;0.09;0.867287;-0.125131;0.481826
409.00;156.83;20.88;0.13;0.932877;-0.070131;0.353302
410.11;169.56;22.15;0.12;0.789562;0.094515;0.606349
410.10;170.48;22.17;0.19;0.800419;0.043608;0.597853
409.94;171.39;22.20;0.08;0.800349;0.035042;0.598510
409.50;172.25;22.79;0.24;0.853611;0.009470;0.520825
409.88;174.01;22.16;0.13;0.863517;0.068577;0.499636
409.94;174.28;22.05;0.12;0.862470;0.065699;0.501826
409.52;174.49;22.75;0.23;0.887663;0.067435;0.455529
409.55;174.75;22.59;0.22;0.899442;0.050044;0.434167
409.52;176.25;22.40;0.20;0.884485;0.132887;0.447244
409.49;178.41;21.97;0.09;0.878904;0.097342;0.466962
394.57;177.20;44.14;0.21;0.962475;-0.269887;0.028344
394.76;177.51;43.66;0.16;0.889197;-0.295399;0.349381
394.90;177.81;43.74;0.12;0.907735;-0.312355;0.280093
406.78;188.36;22.15;0.12;0.951629;0.168251;0.257088
405.95;190.03;22.49;0.24;0.768411;0.274093;0.578289
389.15;187.99;45.30;0.24;0.698386;0.169630;0.695329
399.35;189.12;34.55;0.18;0.963693;0.213137;0.160834
388.76;187.10;46.07;0.10;0.727608;0.032495;0.685223
399.96;182.01;37.22;0.16;0.899204;0.174086;0.401405
390.93;179.95;46.76;0.09;0.476080;0.235759;0.847210
408.30;182.71;22.10;0.24;0.926737;0.093350;0.363930
409.40;175.30;22.73;0.15;0.933570;0.072832;0.350916
409.82;174.90;22.17;0.18;0.842087;0.063262;0.535618
400.17;181.30;37.30;0.10;0.943904;0.088450;0.318155
405.39;192.80;21.53;0.12;0.892751;0.290628;0.344283
405.85;190.74;22.28;0.15;0.429084;0.501420;0.751308
404.51;191.65;24.74;0.17;0.284189;0.374408;0.882641
404.24;191.29;25.08;0.19;0.490951;0.537868;0.685321
397.92;195.30;32.47;0.24;0.216789;0.653486;0.725230
408.52;182.77;21.84;0.12;0.778784;0.211274;0.590642
408.42;181.99;22.39;0.23;0.877293;0.199721;0.436427
400.37;183.29;35.98;0.19;0.944848;0.136134;0.297876
394.17;186.13;42.01;0.18;0.128878;0.588100;0.798454
400.33;179.93;37.06;0.22;0.986216;-0.045303;0.159142
393.60;184.87;43.09;0.21;0.248199;0.554155;0.794550
392.79;184.21;43.84;0.21;0.295838;0.523648;0.798920
392.68;183.74;44.19;0.16;0.305998;0.524795;0.794327
393.23;184.20;43.63;0.22;0.314040;0.490786;0.812716
399.70;183.92;36.91;0.13;0.845931;0.278895;0.454553
390.20;190.80;43.37;0.09;0.458882;0.413480;0.786423
390.52;191.78;42.52;0.20;0.481001;0.448168;0.753514
391.35;192.70;41.47;0.16;0.568047;0.393517;0.722819
391.64;193.18;40.91;0.14;0.617006;0.401964;0.676556
391.39;193.38;41.09;0.22;0.317226;0.594195;0.739121
392.10;193.61;40.28;0.09;0.626931;0.392039;0.673248
391.68;193.89;40.53;0.08;0.350894;0.621816;0.700155
405.06;183.47;28.77;0.23;0.509168;0.392043;0.766192
408.49;181.69;22.43;0.16;0.799120;0.200162;0.566871
408.50;182.45;21.93;0.21;0.744080;0.215923;0.632235
403.48;189.03;28.13;0.25;-0.102695;0.454390;0.884864
406.02;188.99;23.01;0.23;0.396611;0.447994;0.801250
406.76;189.02;21.74;0.18;0.978018;0.094726;0.185762
405.49;192.29;21.93;0.18;0.977446;0.200346;0.066782
403.43;190.40;27.29;0.24;-0.437240;0.576891;0.689941
405.03;185.51;27.72;0.18;0.705048;0.343568;0.620377
395.08;194.40;36.37;0.25;0.950657;-0.090227;0.296835
388.92;188.37;45.34;0.20;0.465363;0.384850;0.797075
395.83;176.80;42.77;0.18;0.172452;0.272936;0.946449
394.85;173.78;44.36;0.18;0.072404;0.552261;0.830521
395.99;164.45;42.86;0.17;0.685415;0.120431;0.718125
391.20;181.11;46.03;0.19;0.289550;0.421302;0.859456
389.77;189.62;44.19;0.17;0.683271;0.230898;0.692695
390.89;191.04;42.57;0.20;0.717359;0.130293;0.684412
394.24;193.48;38.29;0.12;0.855828;0.001344;0.517259
405.42;172.03;31.32;0.18;0.414398;0.077956;0.906751
408.31;161.23;24.43;0.13;0.629083;-0.223223;0.744597
405.42;176.45;30.54;0.21;0.441244;0.154797;0.883935
405.43;179.98;29.91;0.13;0.487083;0.220022;0.845187
408.89;169.16;25.04;0.23;0.561910;-0.009570;0.827143
408.46;170.21;25.39;0.22;0.691199;0.026747;0.722169
405.45;180.60;29.74;0.17;0.431249;0.269721;0.860973
405.56;180.46;29.43;0.19;0.412234;0.292701;0.862780
409.31;166.19;23.11;0.23;0.833029;-0.087461;0.546272
405.55;180.73;29.29;0.17;0.377737;0.301886;0.875317
408.85;170.46;25.05;0.24;0.552421;0.048949;0.832127
405.47;181.70;29.12;0.14;0.444050;0.346074;0.826470
409.88;166.49;22.39;0.05;0.679053;-0.067761;0.730955
404.37;184.92;29.19;0.23;0.935353;0.086730;0.342918
405.00;184.24;28.58;0.13;0.717859;0.308115;0.624295
403.79;186.93;29.10;0.19;0.307086;0.421279;0.853360
404.64;185.78;28.27;0.21;0.936399;0.100472;0.336246
408.88;175.88;24.22;0.08;0.423270;0.188934;0.886085
404.66;186.68;28.10;0.18;0.964441;0.056145;0.258266
410.15;173.76;21.70;0.07;0.837165;0.069410;0.542528
409.94;174.59;22.07;0.16;0.848543;0.074830;0.523809
403.50;190.05;27.47;0.22;-0.167756;0.503269;0.847690
404.58;188.51;26.81;0.24;0.961693;0.035986;-0.271756
409.62;178.17;21.82;0.11;0.881095;0.127095;0.455542
409.64;178.61;21.63;0.13;0.884958;0.163667;0.435961
408.42;181.40;22.59;0.22;0.815855;0.189206;0.546426
406.48;187.71;23.28;0.23;0.928208;0.081704;0.362979
408.36;183.93;21.57;0.21;0.978510;-0.041817;0.201915
406.89;190.55;20.33;0.21;0.879548;0.109058;0.463144
405.73;192.33;21.30;0.09;0.576984;0.405046;0.709244
405.56;192.48;21.58;0.10;0.839314;0.320408;0.439194
406.86;190.26;20.38;0.09;0.838315;0.108590;0.534263
405.67;192.17;21.63;0.20;0.785332;0.313814;0.533643
405.87;191.74;21.58;0.06;0.505930;0.443306;0.739942
405.83;191.07;21.98;0.11;0.303403;0.446547;0.841749
406.84;187.79;22.49;0.14;0.936678;0.134980;0.323133
407.47;186.59;22.00;0.09;0.551857;0.403597;0.729769
406.87;187.48;22.47;0.23;0.943621;0.113448;0.310981
404.37;191.36;24.82;0.17;0.352634;0.298613;0.886837
404.31;191.13;25.36;0.09;-0.700294;0.499732;0.509761
406.37;187.39;23.62;0.25;0.968957;0.068412;0.237575
408.36;183.90;21.97;0.17;0.982314;0.048466;0.180859
406.42;187.63;23.92;0.20;0.991794;-0.092659;-0.088083
404.60;190.86;25.03;0.21;0.368702;0.451699;0.812420
408.57;184.13;20.97;0.13;0.092889;0.527322;0.844573
408.68;184.48;20.77;0.12;0.042415;0.488455;0.871557
408.38;185.08;20.97;0.20;0.968405;0.053182;0.243647
406.88;188.07;22.07;0.24;0.953111;0.153728;0.260668
406.89;188.21;21.80;0.19;0.922312;0.223807;0.315040
408.52;185.64;20.21;0.05;0.736750;0.272104;0.618998
407.09;187.95;21.53;0.18;0.735627;0.339395;0.586228
406.69;189.07;22.16;0.17;0.954251;0.086750;0.286146
406.76;189.32;21.65;0.16;0.986253;0.021764;0.163803
407.32;188.60;20.95;0.11;0.669164;0.394889;0.629510
406.05;190.65;21.99;0.10;0.346105;0.392666;0.852071
406.78;190.01;20.75;0.15;0.947866;0.169504;0.269850
406.89;188.48;21.54;0.24;0.864458;0.252828;0.434500
408.51;185.37;20.40;0.09;0.734954;0.159114;0.659186
408.44;185.44;20.72;0.24;0.956876;-0.008576;0.290371
407.07;187.49;21.86;0.22;0.775910;0.284024;0.563288
406.59;188.59;22.59;0.13;0.910058;0.157102;0.383555
408.36;185.12;20.67;0.21;0.951264;-0.049664;0.304353
407.70;186.32;21.99;0.21;0.558300;0.422452;0.714027
408.78;181.87;21.72;0.15;0.188447;0.470377;0.862110
405.18;188.24;26.03;0.15;0.278246;0.441197;0.853185
404.96;187.81;26.44;0.18;0.456588;0.404959;0.792171
408.18;182.09;23.22;0.23;0.908836;0.130234;0.396303
409.64;179.01;21.45;0.15;0.894756;0.153182;0.419461
409.65;178.28;21.52;0.13;0.867368;0.168777;0.468173
408.88;179.95;22.60;0.17;0.133856;0.401568;0.905994
405.41;186.59;26.84;0.09;0.206168;0.399176;0.893394
409.70;177.97;21.57;0.10;0.877978;0.112415;0.465314
408.67;179.98;22.83;0.18;0.371069;0.412124;0.832143
408.88;179.67;22.79;0.15;0.185784;0.387409;0.902994
404.85;186.79;27.28;0.20;0.885687;0.226985;0.405013
408.93;179.44;22.99;0.13;0.269542;0.313252;0.910615
404.72;187.19;27.68;0.15;0.996098;0.029202;0.083279
403.81;188.53;28.50;0.15;0.221749;0.427127;0.876578
402.15;190.61;29.84;0.11;0.983767;0.145699;0.104759
409.74;177.09;21.79;0.04;0.855912;0.116912;0.503732
402.20;190.39;29.63;0.14;0.983767;0.145699;0.104759
405.14;186.47;27.44;0.13;0.702007;0.505245;0.501910
405.35;186.12;27.07;0.15;0.320807;0.442870;0.837227
399.12;194.66;30.95;0.23;0.983828;0.158991;0.082484
405.03;187.28;27.09;0.08;0.815712;0.272944;0.510015
404.68;187.95;27.08;0.08;0.991659;0.128773;-0.005503
408.80;180.76;22.34;0.19;0.196426;0.394307;0.897741
409.56;179.35;21.32;0.12;0.910870;0.038562;0.410889
408.40;182.08;22.87;0.15;0.924566;0.068042;0.374896
408.18;182.49;22.73;0.16;0.924511;0.093399;0.369534
404.56;188.87;26.57;0.20;0.987404;0.045145;0.151641
408.39;182.48;22.27;0.18;0.922232;0.155338;0.354059
407.91;183.82;22.86;0.12;0.735099;0.265144;0.623961
404.49;189.71;26.37;0.20;0.991005;0.025813;-0.131311
404.73;189.27;26.02;0.15;0.655755;0.432165;0.619047
408.83;182.21;21.66;0.07;0.120114;0.325252;0.937968
403.58;191.03;26.86;0.15;-0.500409;0.584653;0.638569
404.58;189.43;25.79;0.25;0.611233;0.409145;0.677491
406.55;186.47;24.07;0.19;0.989921;0.079888;0.116938
407.89;184.11;22.56;0.23;0.770415;0.235969;0.592266
407.80;184.76;22.87;0.15;0.576046;0.284056;0.766475
407.91;184.55;22.60;0.13;0.759287;0.181801;0.624846
407.88;184.37;22.36;0.20;0.808688;0.189655;0.556826
407.77;185.17;22.57;0.14;0.522693;0.401441;0.752088
404.73;190.05;25.42;0.16;0.453955;0.437684;0.776117
407.50;185.30;22.59;0.24;0.459840;0.379728;0.802717
408.28;184.18;22.06;0.17;0.959195;0.083241;0.270214
408.31;183.66;21.79;0.22;0.995287;0.065174;0.071802
408.34;183.54;22.08;0.12;0.979528;0.091488;0.179316
406.48;186.78;24.11;0.21;0.973394;0.181008;-0.140503
408.49;182.85;21.52;0.25;0.207168;0.572396;0.793375
404.83;189.54;25.66;0.07;0.401227;0.456013;0.794398
408.49;183.42;21.27;0.25;-0.214495;0.344055;0.914122
408.40;184.15;21.78;0.17;0.981350;0.024563;0.190656
404.31;190.86;25.51;0.09;0.568783;0.429490;0.701444
407.63;185.95;22.49;0.15;0.492786;0.354742;0.794557
406.30;188.56;23.41;0.13;0.801766;0.322294;0.503287
406.54;188.15;22.85;0.21;0.897636;0.177793;0.403286
407.69;186.56;21.77;0.20;0.570376;0.386278;0.724887
406.59;188.17;22.55;0.19;0.913819;0.181053;0.363532
406.33;188.90;23.04;0.18;0.708619;0.364947;0.603881
408.31;185.46;21.03;0.13;0.947871;0.011240;0.318455
404.85;188.87;26.09;0.21;0.559869;0.433608;0.706067
408.28;182.84;22.70;0.04;0.930475;0.087274;0.355809
408.11;182.70;23.00;0.11;0.853274;0.132279;0.504406
408.46;181.67;22.75;0.07;0.864850;0.113305;0.489078
403.71;189.68;27.77;0.20;-0.043023;0.537097;0.842423
408.90;179.14;22.98;0.11;0.358464;0.327956;0.874041
408.85;177.79;23.61;0.10;0.210980;0.345892;0.914246
404.25;186.32;29.11;0.15;0.877353;0.196114;0.437939
404.64;185.03;28.76;0.14;0.883372;0.106005;0.456527
404.13;185.62;29.67;0.14;0.779111;0.171617;0.602938
405.46;182.37;28.58;0.20;0.499116;0.216941;0.838940
399.22;191.18;33.51;0.17;0.971027;0.238894;0.005943
408.70;174.32;24.64;0.24;0.555821;0.081444;0.827302
408.74;174.54;24.84;0.08;0.602543;0.132411;0.787026
394.46;193.57;37.69;0.19;0.918920;-0.032866;0.393072
394.25;193.88;37.87;0.19;0.864221;0.014831;0.502893
399.56;187.66;35.19;0.17;0.979799;0.124478;0.156521
400.55;185.95;34.46;0.23;0.874320;0.235452;0.424413
394.19;193.19;38.18;0.23;0.872663;0.014791;0.488099
393.85;193.73;38.49;0.12;0.727769;0.186173;0.660070
393.93;193.39;38.49;0.14;0.803860;0.040684;0.593426
393.23;193.67;39.12;0.18;0.706744;0.209693;0.675678
400.24;185.31;35.22;0.22;0.859578;0.224303;0.459144
393.33;193.35;39.11;0.18;0.721486;0.114075;0.682967
392.17;194.32;39.81;0.10;0.432592;0.558558;0.707727
400.05;185.17;35.58;0.24;0.834506;0.227315;0.501924
391.81;194.26;40.12;0.16;0.312337;0.684553;0.658660
395.81;190.13;38.49;0.19;0.009729;0.743604;0.668549
392.93;193.08;39.75;0.17;0.722486;0.120663;0.680775
408.41;168.38;25.56;0.23;0.655760;-0.055718;0.752910
399.38;185.52;36.65;0.21;0.925354;0.157715;0.344740
408.82;167.17;24.94;0.15;0.565801;-0.078782;0.820769
392.41;192.87;40.28;0.23;0.722689;0.268427;0.636920
392.00;193.30;40.50;0.14;0.673301;0.326105;0.663567
402.95;179.79;33.62;0.21;0.974032;0.080447;0.211638
392.63;192.85;40.04;0.11;0.717760;0.226743;0.658337
392.40;193.29;40.21;0.18;0.644589;0.294164;0.705672
408.86;168.05;25.05;0.18;0.499538;-0.071363;0.863348
399.71;185.46;36.13;0.07;0.862199;0.211426;0.460339
408.69;168.68;25.28;0.10;0.572967;-0.052088;0.817921
399.81;185.71;35.85;0.13;0.868881;0.271431;0.413970
