//X;Y;Z;C2C absolute distances;Nx;Ny;Nz
398.10;173.37;39.10;1.33;0.772204;0.076499;0.630753
396.81;167.92;40.90;1.16;0.767207;-0.064531;0.638144
400.50;182.66;35.03;0.76;0.993061;0.073602;0.091719
401.41;186.39;30.75;1.47;0.669637;0.376774;0.640022
401.33;185.98;31.01;1.50;0.644818;0.365889;0.671070
400.34;180.56;36.44;0.46;0.997574;-0.020100;0.066646
400.96;182.91;33.12;1.42;0.835169;0.099528;0.540913
398.08;169.96;39.39;1.26;0.759386;0.020978;0.650303
398.17;169.27;39.29;1.24;0.752485;-0.004142;0.658597
397.50;166.57;39.80;1.30;0.750063;-0.006932;0.661331
398.73;170.60;38.73;1.21;0.784115;-0.018042;0.620353
397.91;167.26;39.30;1.39;0.743447;-0.281778;0.606538
401.53;182.41;32.38;1.51;0.788456;0.180783;0.587924
401.19;179.67;33.96;1.41;0.856761;0.170168;0.486830
400.11;174.66;36.64;1.27;0.792090;0.128807;0.596659
401.31;179.24;33.90;1.43;0.839527;0.158429;0.519707
399.54;171.16;37.68;1.25;0.771005;0.038057;0.635691
399.30;170.18;37.88;1.35;0.777104;-0.029404;0.628684
398.72;167.67;38.68;1.21;0.747204;-0.260652;0.611348
401.72;180.37;32.79;1.52;0.786661;0.221007;0.576473
399.95;172.12;37.03;1.31;0.773771;0.058641;0.630745
403.21;186.54;29.35;0.62;0.044859;0.463540;0.884940
401.92;180.46;32.52;1.49;0.738925;0.250510;0.625487
398.57;165.42;38.52;1.28;0.751672;0.035257;0.658594
402.41;181.89;31.81;1.20;0.637173;0.282656;0.717019
402.28;181.34;31.96;1.32;0.675609;0.189294;0.712545
402.70;182.49;31.50;0.96;0.617644;0.229857;0.752118
402.48;181.57;31.77;1.21;0.660824;0.230739;0.714192
401.76;178.17;33.46;1.48;0.799797;0.193475;0.568237
400.37;171.69;36.60;1.27;0.803222;0.058287;0.592821
399.56;168.11;37.76;1.18;0.790035;-0.012452;0.612935
401.88;178.11;33.17;1.53;0.767644;0.165036;0.619263
401.58;176.57;34.32;1.33;0.844552;0.086876;0.528379
400.24;170.47;36.83;1.25;0.782341;-0.001375;0.622848
399.08;165.54;37.83;1.38;0.756569;0.009717;0.653842
398.74;164.04;38.28;1.20;0.767134;-0.070524;0.637599
402.81;181.79;31.56;1.01;0.607922;0.260538;0.750034
401.89;177.60;33.19;1.60;0.779667;0.126232;0.613338
401.00;173.27;35.62;1.30;0.800911;0.082256;0.593107
400.79;172.33;36.00;1.28;0.774620;0.029416;0.631743
400.15;169.48;36.97;1.23;0.783552;0.043766;0.619783
399.51;166.80;37.41;1.38;0.751462;0.104411;0.651463
399.34;166.06;37.58;1.36;0.758582;-0.123214;0.639822
403.53;184.64;30.24;0.45;0.420462;0.248660;0.872571
403.24;183.31;30.75;0.74;0.330860;0.232614;0.914561
399.21;164.99;37.68;1.33;0.758171;0.064739;0.648834
403.55;184.32;30.35;0.45;0.462870;0.194971;0.864718
403.45;183.84;30.55;0.54;0.456143;0.265699;0.849316
401.98;177.09;33.28;1.53;0.766894;0.120152;0.630426
399.54;165.99;37.31;1.35;0.774158;-0.100977;0.624887
399.36;165.24;37.43;1.37;0.745045;0.018172;0.666766
401.98;176.71;33.37;1.54;0.796723;0.110045;0.594241
401.76;175.63;34.01;1.47;0.826242;0.136971;0.546410
401.39;173.81;35.00;1.34;0.792042;0.094464;0.603114
401.39;173.70;35.32;1.13;0.777416;0.116539;0.618097
400.33;168.99;36.66;1.26;0.784987;0.009657;0.619436
400.17;168.25;37.00;1.17;0.775646;0.020888;0.630822
399.78;166.62;37.23;1.27;0.731621;-0.009718;0.681643
403.85;185.15;29.87;0.30;0.686111;0.143254;0.713253
403.07;181.49;31.36;0.95;0.516485;0.204473;0.831525
402.94;181.01;31.25;1.21;0.643257;0.107455;0.758072
401.97;176.38;33.44;1.54;0.818473;0.090941;0.567302
401.90;176.07;33.51;1.58;0.827188;0.069524;0.557607
401.58;174.36;34.71;1.32;0.812326;0.103176;0.574005
400.75;170.54;36.19;1.23;0.794158;0.026518;0.607133
399.56;165.40;37.18;1.38;0.759554;0.032411;0.649637
398.93;162.65;37.81;1.20;0.765391;-0.123354;0.631633
403.18;181.91;30.81;1.06;0.416209;0.150179;0.896781
402.68;179.41;32.15;1.24;0.715147;0.269175;0.645066
401.96;175.86;34.09;1.23;0.828223;0.118318;0.547766
401.74;174.91;34.21;1.45;0.825971;0.118414;0.551135
401.67;174.57;34.41;1.42;0.806174;0.112659;0.580855
401.15;172.12;35.46;1.33;0.824530;0.043396;0.564152
398.91;162.31;37.68;1.26;0.770748;-0.119828;0.625770
402.82;179.92;31.76;1.22;0.611794;0.225726;0.758127
402.99;180.65;31.22;1.24;0.603634;0.205328;0.770367
402.80;179.64;31.91;1.23;0.644106;0.240949;0.725997
401.99;175.75;33.55;1.52;0.789878;0.125965;0.600188
398.89;161.69;37.67;1.20;0.760982;-0.149183;0.631389
401.95;175.43;33.59;1.56;0.808560;0.112584;0.577543
403.39;182.08;30.95;0.77;0.487303;0.199420;0.850157
403.21;181.28;31.16;0.98;0.394792;0.212806;0.893786
403.02;180.39;31.53;1.10;0.599022;0.260788;0.757075
402.68;178.61;32.53;1.15;0.721628;0.089289;0.686498
401.60;173.34;34.79;1.32;0.843323;0.040158;0.535905
401.14;171.20;35.54;1.31;0.804132;0.052290;0.592146
401.08;170.90;35.63;1.30;0.802121;0.067201;0.593369
403.61;182.93;30.73;0.54;0.628439;0.168902;0.759300
402.65;178.21;32.79;1.08;0.689257;0.111170;0.715937
401.99;175.13;33.77;1.47;0.827162;0.105749;0.551924
401.95;174.47;34.51;1.15;0.806711;0.097387;0.582867
400.55;167.93;36.48;1.18;0.773771;-0.058641;0.630745
402.74;178.33;32.44;1.19;0.715706;0.092208;0.692288
402.67;177.86;32.89;1.07;0.722699;0.117235;0.681148
402.01;174.76;33.76;1.49;0.824541;0.127870;0.551164
402.06;174.75;34.42;1.07;0.830457;0.118220;0.544394
401.17;170.59;35.63;1.24;0.798658;0.020835;0.601424
400.13;165.90;36.56;1.35;0.772376;-0.058535;0.632463
399.94;164.99;36.81;1.29;0.782832;0.012470;0.622109
404.22;185.11;29.43;0.26;0.880414;0.094079;0.464780
402.82;178.04;32.38;1.20;0.709311;0.101751;0.697513
401.99;173.99;33.82;1.52;0.821485;0.060798;0.566980
400.16;165.26;36.43;1.36;0.787618;0.015226;0.615975
399.96;164.32;36.76;1.23;0.789691;-0.038006;0.612327
399.35;161.63;37.02;1.24;0.781478;-0.188105;0.594902
399.15;160.74;37.12;1.20;0.756841;-0.029487;0.652933
402.56;176.29;33.09;1.25;0.608170;0.104048;0.786958
401.58;171.35;35.03;1.27;0.819240;0.060842;0.570214
399.76;162.96;36.76;1.26;0.778829;0.006892;0.627199
402.73;176.61;32.77;1.24;0.723357;0.185831;0.664997
401.06;168.13;36.19;0.97;0.835405;0.023397;0.549137
399.46;161.06;36.76;1.23;0.778696;-0.061438;0.624386
404.24;183.84;29.46;0.45;0.923684;0.037996;0.381265
404.19;183.56;29.63;0.51;0.908131;0.060722;0.414259
404.00;182.52;30.20;0.55;0.843168;0.130055;0.521683
403.76;181.23;30.84;0.70;0.780035;0.142233;0.609356
402.19;173.31;33.77;1.41;0.736477;0.067739;0.673062
401.96;172.18;34.17;1.45;0.825202;0.037572;0.563587
404.24;183.07;29.72;0.49;0.903200;0.092671;0.419096
402.95;176.30;32.69;1.13;0.730911;0.196249;0.653648
401.60;169.47;35.09;1.23;0.808861;-0.020740;0.587634
401.52;169.15;35.13;1.26;0.818133;-0.004097;0.575015
399.37;159.28;36.46;1.19;0.763304;-0.168443;0.623694
403.98;180.89;30.61;0.69;0.799535;0.150940;0.581344
401.56;168.52;35.11;1.24;0.808791;0.052226;0.585773
404.47;182.43;29.89;0.34;0.856642;0.182612;0.482511
403.98;179.87;30.90;0.74;0.779638;0.088562;0.619936
403.80;179.01;31.11;0.93;0.782029;0.094659;0.616012
403.32;176.40;32.37;0.99;0.727769;0.186173;0.660070
403.19;175.74;32.59;1.05;0.691050;0.140017;0.709116
402.38;171.69;33.78;1.31;0.659924;0.038154;0.750363
401.76;168.58;34.79;1.27;0.829276;0.054910;0.556136
400.93;164.68;35.39;1.33;0.810874;-0.037813;0.583998
404.30;180.60;30.34;0.64;0.741002;0.156080;0.653112
404.22;180.27;30.33;0.78;0.734766;0.146350;0.662345
404.15;179.86;30.52;0.81;0.771066;0.139241;0.621345
404.11;179.59;30.74;0.75;0.753781;0.114030;0.647156
402.76;172.62;33.28;1.27;0.699008;0.079928;0.710633
400.99;163.93;35.41;1.20;0.799540;-0.082115;0.594973
400.32;160.88;35.63;1.18;0.760031;-0.095187;0.642878
403.81;177.04;31.37;1.06;0.698261;0.111188;0.707156
403.00;172.83;32.93;1.24;0.772448;0.155092;0.615850
402.39;169.65;33.97;1.24;0.722189;0.018159;0.691458
400.98;162.90;35.17;1.23;0.802128;-0.079205;0.591876
404.09;177.29;31.14;0.92;0.678098;0.223945;0.700023
403.83;175.89;31.75;0.98;0.751819;0.142561;0.643773
403.73;175.35;31.92;1.00;0.769164;0.094868;0.631970
403.36;173.43;32.56;1.10;0.780158;0.009666;0.625507
402.09;167.12;34.13;1.34;0.802016;-0.091369;0.590272
399.74;156.21;35.03;1.11;0.787370;-0.204133;0.581702
405.16;181.74;29.31;0.26;0.346137;0.321953;0.881213
404.34;177.40;30.81;0.85;0.666250;0.262366;0.698051
404.23;176.78;31.16;0.86;0.598297;0.188211;0.778857
404.01;175.64;31.55;0.94;0.729436;0.123810;0.672752
403.94;175.27;31.64;0.98;0.727973;0.123562;0.674380
403.42;172.41;32.89;0.94;0.756920;0.129886;0.640470
403.81;173.31;32.29;0.88;0.643257;0.107455;0.758072
403.61;172.23;32.64;0.93;0.733668;0.123518;0.668188
402.47;166.58;33.78;1.17;0.714917;-0.104658;0.691332
402.17;165.24;33.78;1.34;0.697468;-0.052990;0.714654
403.84;172.16;32.34;0.91;0.697612;0.149813;0.700638
401.77;162.14;33.77;1.34;0.828959;-0.124271;0.545329
400.31;155.40;33.95;1.06;0.746282;-0.158944;0.646374
404.42;173.89;31.57;0.76;0.624851;0.149061;0.766383
404.15;172.49;31.96;0.84;0.602482;0.097739;0.792125
402.98;165.40;32.99;1.11;0.691541;-0.055839;0.720176
401.07;156.51;33.17;1.17;0.827409;-0.248069;0.503841
400.77;155.09;33.20;1.06;0.785866;-0.355166;0.506233
406.89;186.67;22.62;0.36;0.907136;0.212678;0.363144
405.03;174.50;31.10;0.45;0.456976;0.121006;0.881210
400.52;152.94;32.39;1.10;0.766011;-0.325996;0.554033
406.84;184.85;23.56;0.55;0.860980;0.201443;0.467048
406.77;184.48;23.69;0.64;0.871673;0.190910;0.451376
405.25;174.32;31.00;0.30;0.460109;0.127569;0.878650
405.05;173.23;31.34;0.37;0.487607;0.122261;0.864460
401.13;154.51;32.22;1.15;0.811835;-0.253019;0.526218
400.52;151.87;31.65;1.16;0.816969;-0.286958;0.500217
399.92;149.30;31.15;1.05;0.837743;-0.274086;0.472295
407.24;186.09;22.40;0.30;0.622322;0.336346;0.706815
406.86;183.66;23.93;0.68;0.830766;0.231023;0.506415
400.66;151.29;31.44;0.97;0.787034;-0.255043;0.561720
399.96;148.28;30.73;0.86;0.872121;-0.131179;0.471378
403.61;163.55;32.41;0.73;0.560152;-0.124968;0.818910
400.06;147.71;29.98;0.95;0.797578;-0.302858;0.521676
407.08;182.30;24.22;0.65;0.823067;0.222243;0.522655
407.66;183.51;23.13;0.27;0.647807;0.202536;0.734388
407.44;182.11;23.95;0.46;0.695929;0.220508;0.683418
404.04;162.31;31.92;0.51;0.601316;-0.141750;0.786337
407.44;181.07;24.21;0.55;0.696786;0.234359;0.677912
407.24;179.92;24.64;0.76;0.749029;0.098209;0.655217
407.17;179.58;24.64;0.88;0.745050;0.026659;0.666476
407.64;181.26;24.01;0.44;0.707313;0.262262;0.656450
407.57;180.79;24.22;0.51;0.707106;0.172577;0.685725
407.94;181.48;23.61;0.29;0.845719;0.111317;0.521888
407.38;178.13;24.87;0.82;0.822255;0.127972;0.554544
404.39;160.66;31.04;0.40;0.586049;-0.327735;0.741037
407.66;179.02;24.62;0.54;0.738745;0.202884;0.642724
407.45;177.84;24.95;0.76;0.868001;0.134316;0.478051
407.90;179.54;24.30;0.41;0.849480;0.129680;0.511436
407.70;178.34;24.82;0.54;0.799824;0.125666;0.586932
407.70;178.01;24.90;0.56;0.815525;0.121961;0.565725
407.50;176.99;24.88;0.87;0.820443;0.266216;0.505966
408.02;179.99;23.83;0.41;0.882142;0.117903;0.455987
407.64;177.57;25.00;0.63;0.850604;0.126500;0.510363
408.08;180.77;23.41;0.37;0.901665;0.116389;0.416477
407.54;177.29;24.91;0.79;0.820123;0.182753;0.542218
408.07;181.65;22.75;0.45;0.907719;0.069198;0.413833
408.09;181.57;23.20;0.34;0.937800;0.053477;0.343034
407.27;178.95;24.58;0.92;0.196733;0.299984;0.933438
407.70;182.10;23.72;0.31;0.665283;0.223848;0.712244
407.44;180.58;24.42;0.59;0.723067;0.175798;0.668034
407.19;179.25;24.64;0.93;0.027071;-0.001003;0.999633
407.53;181.60;24.03;0.47;0.701803;0.241294;0.670261
407.35;180.27;24.56;0.63;0.754183;0.178985;0.631801
407.69;182.67;23.56;0.28;0.705483;0.279953;0.651092
407.29;178.67;24.80;0.89;0.797703;0.275341;0.536522
408.01;183.25;23.09;0.28;0.754889;0.139572;0.640830
402.79;149.87;28.51;0.29;0.788887;-0.388797;0.475914
407.91;181.49;24.02;0.26;0.714622;0.237160;0.658081
407.95;180.26;24.02;0.34;0.877761;0.103183;0.467856
408.15;181.18;23.01;0.38;0.890115;0.163019;0.425582
407.84;178.59;24.36;0.56;0.846938;0.142380;0.512273
403.41;150.47;27.77;0.33;0.927253;-0.084785;0.364710
408.24;180.85;23.01;0.34;0.857114;0.176160;0.484070
408.11;179.70;23.71;0.39;0.838623;0.155300;0.522105
408.07;179.39;23.81;0.45;0.846322;0.183594;0.500032
407.90;178.02;24.47;0.56;0.835590;0.123953;0.535186
407.69;176.36;25.23;0.63;0.790652;0.135498;0.597084
408.29;180.22;23.18;0.36;0.835959;0.204077;0.509436
408.25;179.86;23.35;0.37;0.808741;0.203332;0.551901
407.95;177.38;24.57;0.54;0.785522;0.197529;0.586462
408.27;178.97;23.51;0.46;0.759466;0.205721;0.617163
407.82;175.29;25.26;0.60;0.747732;0.142927;0.648436
408.50;179.64;23.18;0.28;0.672719;0.262408;0.691803
408.02;175.77;25.02;0.46;0.731093;0.120608;0.671533
408.47;178.32;23.54;0.35;0.623947;0.233003;0.745922
408.42;178.00;23.62;0.42;0.619264;0.212630;0.755844
408.31;177.11;24.05;0.45;0.705184;0.210154;0.677164
408.21;176.20;24.61;0.42;0.734494;0.222999;0.640928
408.18;175.91;24.78;0.43;0.728826;0.189525;0.657946
408.08;175.17;25.03;0.48;0.730127;0.133432;0.670157
408.17;174.84;25.03;0.45;0.723181;0.130262;0.678263
408.60;177.26;23.83;0.37;0.342732;0.339685;0.875870
408.51;176.50;24.23;0.27;0.474324;0.287705;0.832011
408.00;172.85;25.28;0.62;0.732180;0.073943;0.677085
408.49;175.38;24.59;0.30;0.644606;0.159256;0.747743
408.08;172.52;25.33;0.55;0.674450;0.162903;0.720124
408.49;174.60;24.59;0.33;0.618972;0.145376;0.771842
408.01;171.09;25.66;0.51;0.724783;0.107758;0.680499
408.50;173.04;24.92;0.35;0.577865;0.131534;0.805463
408.41;172.28;25.29;0.34;0.620759;0.175399;0.764129
406.30;158.60;26.67;0.47;0.598911;-0.212018;0.772240
408.38;170.83;25.35;0.28;0.696949;0.089128;0.711560
407.94;167.39;25.65;0.51;0.690551;-0.073833;0.719505
408.47;169.91;25.35;0.27;0.677411;0.004156;0.735593
407.86;164.16;25.25;0.51;0.769792;-0.073657;0.634031
408.28;166.98;25.25;0.37;0.641624;-0.092078;0.761472
408.85;169.81;24.99;0.26;0.564391;-0.001360;0.825507
408.12;162.83;25.00;0.27;0.836822;-0.152553;0.525791
409.64;171.67;22.60;0.25;0.860513;0.012158;0.509283
409.33;168.38;23.21;0.25;0.836002;-0.034660;0.547630
410.05;173.96;21.92;0.29;0.854472;0.068751;0.514928
409.13;164.46;23.18;0.25;0.853655;-0.045657;0.518834
409.41;168.55;22.97;0.30;0.773167;-0.020896;0.633858
408.44;165.89;24.99;0.30;0.578717;-0.115743;0.807273
401.95;163.93;33.90;1.33;0.750410;-0.123335;0.649364
399.69;165.74;36.93;1.45;0.764191;-0.009708;0.644917
399.55;165.71;37.21;1.39;0.781253;-0.006889;0.624176
408.51;173.53;24.75;0.35;0.603877;0.113135;0.789007
398.70;168.55;38.70;1.23;0.764711;0.263313;0.588118
398.33;168.40;39.28;1.13;0.727252;0.133455;0.673271
394.16;165.70;44.19;0.55;0.552262;0.633328;0.542128
397.65;169.26;39.72;1.34;0.756234;0.001377;0.654300
397.07;168.97;40.50;1.23;0.749107;0.123610;0.650814
396.06;168.84;42.55;0.53;0.688556;0.524375;0.500920
393.40;166.32;44.13;1.13;0.654724;0.199668;0.729019
408.50;175.70;24.46;0.27;0.631608;0.209501;0.746445
401.16;172.70;35.40;1.34;0.810874;0.037813;0.583998
400.34;172.32;36.54;1.30;0.800766;0.052440;0.596677
398.67;171.40;38.62;1.31;0.771186;0.064625;0.633321
390.55;166.46;47.86;0.31;-0.292594;-0.115184;0.949274
398.61;172.64;38.49;1.42;0.767083;0.029449;0.640872
399.34;174.26;37.47;1.40;0.755666;0.101245;0.647085
399.06;174.15;37.85;1.39;0.779671;0.165018;0.604055
400.31;175.81;35.97;1.43;0.799022;0.213996;0.561933
402.78;178.96;32.58;1.00;0.752138;0.139618;0.644046
408.42;180.45;22.58;0.44;0.754401;0.162416;0.636004
401.58;179.21;33.52;1.42;0.813601;0.160323;0.558883
407.19;181.09;24.49;0.69;0.782445;0.191400;0.592576
402.15;180.26;32.48;1.37;0.721838;0.264938;0.639342
390.38;176.37;47.76;0.52;0.286175;0.192166;0.938710
389.55;175.76;48.27;1.57;0.441970;0.160848;0.882491
394.05;187.99;40.63;0.54;0.248787;0.577373;0.777654
392.63;187.41;41.70;0.86;0.459751;0.486117;0.743182
391.81;187.13;42.42;0.94;0.392854;0.392854;0.831463
404.63;189.00;25.87;0.38;0.662850;0.420303;0.619657
402.29;188.73;28.70;1.06;0.893789;0.231178;0.384315
400.88;189.27;31.55;0.54;0.789109;0.375997;0.485730
391.79;187.87;41.95;1.06;0.468358;0.435719;0.768629
390.88;187.59;42.76;1.15;0.643467;0.199058;0.739139
401.98;189.19;28.57;1.24;0.851939;0.342948;0.395710
401.19;189.82;30.67;0.60;0.896536;0.090069;0.433718
400.76;189.85;31.29;0.62;0.736045;0.360679;0.572842
392.94;189.03;40.63;0.89;0.644780;0.377633;0.664569
388.48;188.29;45.51;0.37;0.233122;0.532629;0.813610
388.22;188.15;45.63;0.47;-0.009590;0.571319;0.820672
401.37;189.74;28.96;1.33;0.710643;0.268677;0.650230
401.16;190.39;30.28;0.63;0.838765;0.435783;0.326447
399.93;190.41;31.94;0.75;0.716806;0.435381;0.544640
392.61;189.61;40.39;1.07;0.757664;0.209171;0.618217
389.24;189.41;44.55;0.26;0.267931;0.531161;0.803792
388.14;188.88;45.15;0.61;-0.139743;0.653637;0.743794
386.04;187.94;46.44;1.35;0.400757;0.391253;0.828442
385.49;187.68;46.74;1.81;0.425231;0.368323;0.826751
404.38;190.60;25.14;0.30;0.458560;0.394201;0.796447
401.33;190.32;28.65;1.31;0.666485;0.334057;0.666485
400.61;190.95;30.58;0.69;0.693322;0.506209;0.512891
393.85;190.64;38.86;0.93;0.752213;0.155891;0.640214
393.61;190.57;39.05;1.01;0.763955;0.123123;0.633415
392.11;190.39;40.71;0.88;0.750413;0.029566;0.660307
401.33;190.94;28.31;1.25;0.460083;0.456808;0.761347
400.27;191.48;30.51;0.81;0.679524;0.445781;0.582688
399.47;191.65;31.80;0.74;0.898689;0.330161;0.288706
395.26;191.70;37.20;0.64;0.535873;0.508995;0.673620
390.17;191.27;42.95;0.28;0.294090;0.551618;0.780531
401.77;196.16;24.97;1.52;0.644289;0.460207;0.610820
401.68;195.26;25.67;0.70;0.409831;0.548087;0.729136
403.20;191.31;26.45;0.44;-0.047069;0.686072;0.726010
402.90;191.54;26.20;0.70;0.221397;0.465385;0.856971
402.08;193.10;26.17;0.81;0.946286;0.138645;0.292097
402.91;190.52;26.98;0.73;0.031818;0.554739;0.831416
403.30;189.28;28.15;0.30;-0.225726;0.611794;0.758127
402.82;189.41;27.60;0.89;0.289794;0.539999;0.790203
400.12;194.22;28.61;0.80;0.740619;0.466804;0.483299
403.01;186.95;29.23;0.76;0.009297;0.468844;0.883232
400.20;193.18;29.47;0.72;0.672649;0.481422;0.561939
402.95;185.93;30.00;0.74;0.279560;0.461814;0.841768
402.67;186.34;29.90;0.87;0.568104;0.451484;0.688055
400.55;191.46;30.29;0.71;0.655074;0.387764;0.648473
400.06;192.39;30.23;0.79;0.720121;0.493940;0.487287
401.39;188.67;31.15;0.56;0.925065;0.199136;0.323420
400.52;190.50;31.14;0.65;0.603272;0.525540;0.599892
400.10;191.28;31.07;0.72;0.754132;0.432106;0.494540
399.33;192.00;31.92;0.61;0.954127;0.197823;0.224738
400.04;188.15;33.50;0.55;0.715181;0.368228;0.594075
399.60;189.29;33.60;0.49;0.951540;0.249695;0.179510
396.13;196.09;33.04;1.54;0.907385;0.219224;0.358599
400.61;184.11;34.90;0.42;0.938927;0.091895;0.331621
400.12;185.71;35.17;0.27;0.840590;0.286389;0.459770
400.37;183.43;35.70;0.32;0.949298;0.137909;0.282513
396.16;192.87;35.49;0.63;0.376749;0.603786;0.702497
395.66;192.52;36.05;0.73;0.528831;0.525473;0.666495
396.04;191.28;37.27;0.27;0.023793;0.751583;0.659209
401.96;165.82;34.39;1.21;0.823042;-0.084746;0.561622
394.80;190.53;38.04;0.84;0.383568;0.496858;0.778465
391.78;195.92;38.25;1.16;0.286640;0.686975;0.667759
393.27;185.41;42.75;0.28;0.335625;0.525116;0.782054
392.51;186.60;42.31;0.74;0.411974;0.486878;0.770212
387.49;187.66;46.03;0.71;-0.206322;0.687223;0.696531
387.09;188.22;45.67;1.02;0.489309;0.286082;0.823853
387.08;190.52;44.60;1.09;0.583954;0.437549;0.683775
386.13;193.03;43.97;1.31;0.393899;0.448563;0.802268
394.54;174.11;44.20;0.27;0.023100;0.509555;0.860128
389.03;194.73;40.55;1.20;0.490703;0.534247;0.688324
392.74;186.43;42.54;0.48;0.346402;0.533298;0.771751
391.69;189.13;41.76;0.88;0.662050;0.149301;0.734438
388.96;195.92;39.68;1.72;0.567418;0.411916;0.712995
393.25;186.38;42.12;0.46;0.364659;0.533213;0.763353
390.95;194.73;39.71;0.64;0.058935;0.694284;0.717284
390.15;195.73;38.90;1.38;0.287165;0.697859;0.656148
394.24;188.62;40.04;0.58;0.355643;0.637534;0.683424
391.91;195.79;38.49;0.86;0.279527;0.688436;0.669268
394.82;189.24;39.43;0.35;0.052887;0.704686;0.707545
394.60;189.43;39.19;0.60;0.318864;0.658770;0.681431
394.54;192.04;38.06;0.47;0.877679;0.039462;0.477621
395.68;190.94;37.63;0.33;0.405219;0.706239;0.580538
395.85;192.07;36.33;0.61;0.310933;0.620256;0.720141
395.66;194.33;34.68;0.81;0.850690;0.368580;0.374801
395.42;195.02;34.51;0.93;0.949111;0.042041;0.312124
401.58;158.06;33.18;1.13;0.864278;-0.175810;0.471290
395.89;195.80;33.35;1.44;0.928408;0.079042;0.363057
397.48;194.72;33.19;0.30;0.117259;0.687229;0.716915
396.83;195.54;32.52;1.01;0.392374;0.563114;0.727287
396.66;195.92;32.38;1.37;0.493283;0.587563;0.641437
400.75;188.84;32.10;0.50;0.802584;0.319444;0.503800
400.54;189.49;31.97;0.56;0.795564;0.401816;0.453455
399.13;195.41;29.26;0.89;0.952184;0.295862;0.076226
400.50;193.64;28.58;0.72;0.638744;0.503916;0.581442
399.94;195.04;28.15;0.81;0.632146;0.554603;0.541117
399.86;195.34;28.10;0.87;0.665915;0.595819;0.448950
399.66;195.68;27.92;1.20;0.765343;0.588604;0.260374
403.27;187.80;28.87;0.46;-0.028288;0.464727;0.885002
400.67;195.36;27.08;0.74;0.535904;0.482480;0.692835
400.36;196.16;26.84;1.48;0.395503;0.680133;0.617249
402.88;190.83;26.92;0.69;0.267025;0.526242;0.807321
402.30;194.32;24.84;0.73;0.808089;0.372841;0.456050
402.20;194.71;24.80;0.71;0.897864;0.283458;0.336885
402.63;195.55;23.50;1.35;0.131622;0.581206;0.803041
407.05;188.26;21.05;0.31;0.707238;0.301261;0.639575
407.16;186.68;22.19;0.30;0.686591;0.355585;0.634154
406.45;186.42;23.79;0.32;0.961149;0.153417;0.229469
402.87;192.22;25.96;0.63;0.252332;0.578325;0.775802
401.18;194.53;27.28;0.42;0.673666;0.430814;0.600478
400.15;195.47;27.43;1.09;0.473023;0.543224;0.693655
402.58;188.41;28.21;1.14;0.257310;0.446106;0.857194
401.30;190.94;28.65;1.12;0.429433;0.505118;0.748628
403.62;185.36;29.84;0.37;0.429708;0.308707;0.848558
402.79;186.53;29.46;0.94;0.273259;0.432024;0.859468
402.25;186.56;29.82;1.22;0.721581;0.311555;0.618267
401.50;188.38;29.71;1.31;0.481664;0.426150;0.765765
401.30;189.44;30.71;0.64;0.904979;0.197739;0.376714
400.21;191.79;30.47;0.76;0.703572;0.393803;0.591528
401.39;188.35;31.33;0.59;0.937434;0.169316;0.304219
401.13;189.24;31.36;0.46;0.842909;0.339353;0.417545
401.43;186.75;31.75;0.81;0.979017;0.056459;0.195803
400.77;189.21;31.91;0.49;0.789380;0.379355;0.482668
400.16;190.43;31.74;0.65;0.693304;0.440589;0.570272
403.20;177.07;32.18;1.11;0.725628;0.179489;0.664264
401.19;184.98;32.78;0.94;0.975247;-0.209770;-0.069923
401.15;185.55;32.92;0.73;0.982711;-0.036310;0.181550
401.58;181.23;32.89;1.42;0.854316;0.218476;0.471606
401.01;184.39;33.33;0.89;0.976404;-0.189822;0.102975
400.20;186.06;34.92;0.29;0.817456;0.282905;0.501727
400.77;178.72;35.01;1.26;0.827112;0.178632;0.532894
400.51;180.63;35.35;0.95;0.971032;-0.221771;-0.088959
395.68;193.85;35.12;0.74;0.759792;0.358026;0.542709
395.40;195.27;35.30;0.68;0.963584;-0.018273;0.266782
395.42;192.53;36.25;0.77;0.659164;0.416751;0.625957
400.56;165.68;36.13;1.25;0.788411;-0.035134;0.614145
399.95;171.27;37.24;1.20;0.772301;0.040945;0.633936
399.92;150.66;32.06;1.04;0.780245;-0.331644;0.530310
400.50;158.87;34.94;1.11;0.813670;-0.134381;0.565582
400.15;166.46;36.85;1.20;0.769948;-0.136049;0.623434
399.76;152.34;33.27;1.04;0.789304;-0.306510;0.532026
399.45;169.10;37.88;1.22;0.797367;0.018027;0.603225
398.16;174.11;39.11;1.22;0.775086;0.113679;0.621545
399.14;163.26;37.64;1.22;0.773639;-0.116859;0.622757
398.93;165.43;38.09;1.31;0.804132;0.052290;0.592146
390.07;194.54;40.08;1.01;0.289421;0.622016;0.727551
397.67;169.48;39.97;1.16;0.740862;0.006924;0.671622
397.51;170.48;40.12;1.18;0.742220;-0.058861;0.667567
392.09;190.03;41.33;0.62;0.697293;0.152769;0.700318
395.63;170.19;42.06;1.19;0.756345;0.082748;0.648918
391.08;186.77;43.13;1.01;0.427560;0.453571;0.781963
391.27;185.36;43.79;0.80;0.430662;0.489612;0.758162
388.72;190.26;44.01;0.68;-0.009657;0.619436;0.784987
386.96;193.06;43.39;1.08;0.727432;0.282979;0.625112
