//X;Y;Z;C2C absolute distances;Nx;Ny;Nz
388.96;189.57;44.55;0.37;0.116311;0.593333;0.796510
387.19;191.25;44.18;1.07;0.503423;0.473517;0.722736
385.94;192.87;44.18;1.40;0.330259;0.552580;0.765235
401.44;148.63;29.28;0.56;0.808065;-0.076070;0.584161
400.85;156.29;33.59;1.07;0.797905;-0.257641;0.544949
400.78;155.50;33.39;1.04;0.808950;-0.094064;0.580303
400.37;151.09;31.54;1.10;0.799479;-0.291723;0.525101
395.46;176.14;43.14;0.29;0.377990;0.284622;0.880973
394.88;177.05;43.23;0.46;0.651318;0.029541;0.758230
400.13;152.57;32.72;1.11;0.808021;-0.283984;0.516192
389.65;185.41;44.60;1.19;0.676718;0.213127;0.704720
386.09;191.12;45.27;1.24;0.762676;0.211941;0.611069
397.25;168.21;40.52;1.08;0.742324;-0.052921;0.667948
387.69;188.61;45.42;0.76;-0.202187;0.612734;0.763988
399.93;145.79;29.31;0.65;0.830102;-0.268426;0.488752
388.41;187.28;46.01;0.35;0.667492;0.129915;0.733196
390.80;182.72;45.56;0.41;0.389589;0.421392;0.818932
394.48;174.75;44.06;0.39;0.212155;0.326063;0.921235
390.76;182.35;45.73;0.40;0.398955;0.437408;0.805921
390.39;182.78;45.68;0.60;0.224613;0.456763;0.860765
389.78;182.86;45.65;1.13;0.398108;0.336146;0.853531
388.94;183.83;45.57;1.26;0.411640;0.373788;0.831165
389.57;182.65;45.77;1.34;0.424083;0.321558;0.846613
387.07;186.87;46.32;0.94;0.018089;0.780605;0.624762
386.77;187.17;46.27;1.08;0.747996;0.514556;0.419207
389.63;182.28;46.00;1.26;0.390163;0.331562;0.858976
389.27;182.71;45.97;1.33;0.518711;0.294830;0.802505
387.84;186.06;46.86;0.29;0.625518;0.145504;0.766522
385.45;187.95;46.89;1.83;0.446096;0.324006;0.834277
393.98;172.65;44.87;0.32;-0.327096;0.508993;0.796200
387.72;184.39;46.94;0.76;0.851022;-0.054321;0.522313
387.72;184.65;47.10;0.59;0.858674;-0.080369;0.506181
393.80;172.44;45.01;0.27;-0.299316;0.597031;0.744288
389.74;180.71;46.74;1.16;0.027703;0.410262;0.911547
387.33;184.91;47.34;0.53;0.562165;0.124762;0.817561
389.52;180.46;46.82;1.37;0.030290;0.401671;0.915283
389.07;181.10;46.84;1.84;0.356656;0.317196;0.878740
386.71;185.24;47.44;0.82;0.303709;0.339615;0.890181
386.47;185.59;47.46;0.98;0.257794;0.377005;0.889612
389.71;179.25;47.42;1.19;0.113540;0.359772;0.926106
394.64;165.76;43.68;0.58;0.427396;0.122718;0.895697
394.58;165.60;43.93;0.41;0.514438;0.484471;0.707560
394.53;165.37;44.15;0.29;0.575853;0.552211;0.602873
389.39;178.31;47.74;1.54;0.306536;0.286003;0.907875
394.00;165.67;44.66;0.29;0.697925;0.679105;0.227414
389.60;176.59;48.36;1.51;0.387341;0.195847;0.900895
389.55;176.06;48.38;1.59;0.428135;0.144621;0.892068
389.73;174.03;48.42;1.32;0.379168;0.166152;0.910288
389.38;171.50;48.96;1.80;0.306215;0.130850;0.942927
389.24;155.00;45.70;0.71;0.746086;-0.067826;0.662386
388.34;152.85;45.58;0.73;0.589026;-0.379011;0.713722
387.76;150.67;45.26;0.61;0.674358;-0.070757;0.735007
388.70;154.95;46.22;0.70;0.585308;-0.274413;0.762963
389.32;150.15;43.74;0.67;0.639902;-0.219528;0.736432
390.62;158.85;45.68;0.75;0.873333;0.012074;0.486974
390.44;166.22;47.71;0.36;-0.161415;-0.169041;0.972302
393.04;166.59;44.49;1.11;0.805792;0.542866;0.236634
389.89;179.66;47.20;1.04;0.133147;0.344535;0.929283
393.24;168.38;44.53;1.02;0.862988;-0.101276;0.494970
386.51;187.38;46.33;1.14;0.740248;0.427003;0.519328
388.47;184.73;46.13;0.85;0.743713;0.049962;0.666629
387.93;186.95;46.59;0.30;0.335736;0.344851;0.876561
387.24;187.91;45.38;1.24;-0.003970;0.469829;0.882749
386.04;190.21;45.22;1.45;0.651973;0.283536;0.703234
395.24;168.60;43.77;0.25;0.525707;0.246570;0.814147
389.37;186.34;44.90;0.87;0.793678;-0.018007;0.608071
387.58;189.70;44.62;1.05;0.382706;0.345520;0.856827
394.14;175.99;44.09;0.50;0.910536;-0.296691;0.287922
397.07;167.36;40.34;1.31;0.758338;-0.292160;0.582723
395.27;177.12;42.96;0.35;0.486448;0.125582;0.864637
397.10;169.68;40.52;1.21;0.753685;-0.001378;0.657235
396.47;172.18;41.03;1.30;0.743373;0.067842;0.665427
399.28;157.95;36.48;0.99;0.762737;-0.322758;0.560411
398.57;163.96;38.52;1.15;0.760243;-0.085764;0.643953
397.08;171.65;40.53;1.20;0.714446;0.089123;0.693991
398.54;165.80;38.47;1.36;0.755050;-0.001380;0.655665
397.73;170.70;39.90;1.16;0.735722;-0.029541;0.676639
397.50;171.60;40.08;1.19;0.735154;0.067883;0.674493
399.75;145.22;29.31;0.53;0.853585;-0.274312;0.442883
399.85;148.49;30.94;0.92;0.850131;-0.157650;0.502417
399.93;157.45;35.18;1.14;0.805448;-0.153917;0.572331
399.76;159.70;36.04;1.20;0.786896;-0.171328;0.592825
399.55;162.29;37.04;1.17;0.782623;-0.142159;0.606046
391.39;190.93;41.84;0.41;0.835405;-0.023397;0.549137
400.12;147.97;30.13;0.92;0.811641;-0.314847;0.492047
400.11;148.29;30.27;0.97;0.828521;-0.231251;0.509977
400.34;152.02;32.25;1.03;0.784650;-0.318015;0.532156
399.95;161.63;36.33;1.18;0.757612;-0.172254;0.629565
400.68;154.13;32.79;1.10;0.789440;-0.323750;0.521509
400.96;153.73;32.16;1.10;0.817456;-0.282905;0.501727
392.40;191.04;40.68;0.52;0.774681;0.026617;0.631792
401.01;160.82;34.82;1.12;0.800910;-0.064244;0.595329
399.16;171.88;38.09;1.29;0.754142;0.067772;0.653205
398.56;174.31;38.59;1.25;0.746217;0.061825;0.662825
401.55;155.66;32.29;1.09;0.702125;-0.210171;0.680330
401.42;158.25;33.38;1.17;0.873730;-0.251141;0.416563
399.04;176.28;39.38;0.26;-0.729024;0.684247;-0.018191
401.68;145.30;26.88;1.09;0.739979;-0.338415;0.581297
401.43;162.14;34.60;1.13;0.790936;-0.151583;0.592826
400.89;165.54;35.64;1.29;0.779803;-0.040894;0.624688
399.74;171.81;37.39;1.26;0.767272;0.052670;0.639156
399.56;172.58;37.56;1.29;0.780019;0.073532;0.621420
401.54;162.84;34.50;1.20;0.804515;-0.079156;0.588634
394.67;188.98;39.59;0.48;0.104669;0.709095;0.697301
403.12;153.74;30.02;0.48;0.890436;-0.175763;0.419798
403.14;154.37;30.34;0.47;0.867324;-0.223197;0.444897
402.49;162.34;33.14;1.12;0.785194;-0.142083;0.602730
402.31;163.96;33.72;1.13;0.665248;-0.089187;0.741276
399.89;176.67;36.33;1.44;0.775022;0.049772;0.629972
403.47;151.71;28.18;0.49;0.818335;-0.232709;0.525522
401.74;169.52;34.83;1.29;0.805199;-0.040752;0.591603
403.58;154.49;29.58;0.52;0.855490;0.157552;0.493269
403.05;161.92;32.55;0.90;0.686521;-0.139708;0.713562
402.74;163.95;33.18;1.08;0.768443;-0.076700;0.635304
402.29;167.30;34.29;1.08;0.811057;-0.043575;0.583342
403.41;159.38;31.81;0.59;0.666545;-0.196406;0.719126
400.57;174.65;36.05;1.27;0.789579;0.128881;0.599962
403.05;159.04;31.62;0.94;0.724525;-0.240461;0.645943
402.26;166.50;34.28;1.06;0.801533;-0.106579;0.588375
401.55;169.78;35.06;1.30;0.801160;-0.029260;0.597735
399.89;176.19;36.63;1.31;0.784805;0.126103;0.606777
403.22;154.72;30.34;0.47;0.872941;-0.216370;0.437217
403.07;157.62;31.55;0.68;0.856465;-0.042754;0.514431
402.77;160.09;32.38;0.96;0.561624;-0.183171;0.806862
402.64;161.12;32.73;1.03;0.673807;-0.155960;0.722261
402.42;163.35;33.55;1.06;0.689257;-0.111170;0.715937
402.82;158.78;32.06;0.85;0.752297;-0.136101;0.644613
399.75;176.05;36.86;1.29;0.782691;0.138648;0.606772
402.91;150.91;28.68;0.45;0.833336;-0.155972;0.530305
402.76;158.21;31.96;0.84;0.786089;-0.088635;0.611725
401.16;169.68;35.63;1.25;0.794201;0.001372;0.607653
400.37;173.14;36.39;1.33;0.791218;0.076384;0.606745
399.35;177.19;37.19;1.28;0.807497;-0.212983;0.550079
402.94;150.58;28.80;0.27;0.832742;-0.102469;0.544097
401.91;163.90;34.22;1.19;0.827046;-0.111920;0.550880
401.81;164.48;34.38;1.23;0.807627;-0.015186;0.589498
401.69;165.28;34.62;1.25;0.802692;-0.035021;0.595365
401.42;166.62;35.20;1.21;0.793183;-0.131950;0.594517
399.08;176.70;37.41;1.41;0.756837;0.058658;0.650966
402.20;145.19;26.15;1.02;0.586957;-0.310364;0.747767
399.76;174.16;37.17;1.26;0.744083;0.085912;0.662540
402.26;157.70;32.35;0.96;0.763139;-0.288368;0.578328
401.92;161.88;33.95;1.09;0.834400;-0.127133;0.536296
401.69;163.34;34.39;1.20;0.784981;-0.079510;0.614396
402.28;149.41;28.67;0.46;0.620377;-0.343568;0.705048
401.55;163.61;34.59;1.21;0.802139;-0.073183;0.592636
401.18;166.08;35.36;1.26;0.771066;-0.139241;0.621345
402.21;154.13;31.05;0.82;0.707513;-0.390864;0.588770
401.68;161.99;34.19;1.16;0.816732;-0.143780;0.558817
400.34;169.64;36.61;1.30;0.779775;0.032315;0.625225
399.96;171.70;37.17;1.22;0.764755;0.061697;0.641361
401.40;161.57;34.42;1.16;0.812361;-0.141086;0.565831
400.99;164.93;35.57;1.21;0.794158;0.026518;0.607133
401.69;148.57;28.80;0.57;0.688236;-0.199511;0.697515
400.97;164.38;35.55;1.17;0.809192;-0.067076;0.583703
399.96;170.27;37.26;1.20;0.754322;-0.055823;0.654127
398.93;174.33;38.08;1.32;0.800910;0.128797;0.584768
401.48;155.97;32.36;1.18;0.717283;-0.220342;0.661025
401.35;159.70;33.99;1.15;0.837376;-0.200669;0.508461
400.73;164.99;35.85;1.26;0.790824;-0.004126;0.612029
400.17;168.59;36.95;1.20;0.788769;0.058480;0.611902
401.44;152.92;31.14;1.04;0.772302;-0.266910;0.576462
401.37;156.40;32.72;1.17;0.831883;-0.247566;0.496670
401.38;157.25;33.14;1.12;0.840159;-0.193883;0.506500
401.37;157.94;33.47;1.09;0.838906;-0.207081;0.503343
401.26;148.93;29.31;0.77;0.742234;-0.098475;0.662866
401.28;154.37;31.93;1.14;0.672254;-0.330430;0.662488
401.21;158.14;33.66;1.15;0.829338;-0.224517;0.511654
399.76;169.46;37.51;1.20;0.774326;0.018072;0.632529
401.21;150.99;30.52;0.93;0.672495;-0.315991;0.669254
401.19;155.21;32.52;1.13;0.849635;-0.242535;0.468291
400.14;166.21;36.66;1.29;0.767787;-0.225820;0.599590
399.95;167.06;36.86;1.38;0.770372;-0.101249;0.629504
399.34;170.78;37.98;1.24;0.767263;0.046802;0.639622
400.92;157.10;33.78;1.09;0.835160;-0.136502;0.532800
400.33;163.57;36.25;1.16;0.785791;-0.100968;0.610195
399.76;166.96;37.26;1.28;0.760410;-0.079662;0.644538
399.14;170.45;38.27;1.22;0.766973;-0.023750;0.641240
398.74;172.00;38.58;1.28;0.773599;0.067457;0.630074
400.61;159.64;35.00;1.13;0.795087;-0.177191;0.580035
398.13;173.72;39.10;1.29;0.784890;0.085598;0.613694
400.72;154.45;32.98;1.03;0.802453;-0.267484;0.533405
400.57;154.19;33.07;1.03;0.778139;-0.317966;0.541661
400.27;160.18;35.63;1.12;0.776446;-0.184578;0.602547
399.13;167.22;37.81;1.46;0.714159;-0.343252;0.610045
400.22;149.71;30.90;1.08;0.831989;-0.295021;0.469848
400.35;155.69;33.93;1.11;0.781239;-0.161688;0.602929
399.69;163.75;37.11;1.18;0.759816;-0.098088;0.642696
398.94;166.80;38.19;1.32;0.802517;0.119273;0.584586
398.43;169.87;39.12;1.19;0.760872;0.035291;0.647941
399.76;159.98;36.21;1.14;0.780300;-0.171212;0.601513
399.38;162.85;37.19;1.27;0.769872;-0.067634;0.634605
399.37;163.37;37.42;1.19;0.751855;-0.158843;0.639909
398.25;169.67;39.27;1.20;0.759386;0.020978;0.650303
399.82;148.18;30.98;0.81;0.849311;-0.158046;0.503678
399.11;163.97;37.86;1.19;0.791719;-0.106831;0.601472
398.89;164.90;38.08;1.29;0.779945;0.064399;0.622525
397.11;173.48;40.32;1.24;0.711792;0.108027;0.694034
398.69;164.99;38.37;1.26;0.789810;0.043800;0.611785
397.73;170.35;39.94;1.14;0.732241;-0.070769;0.677359
399.47;156.23;35.42;1.09;0.787555;-0.161125;0.594807
396.91;172.67;40.65;1.22;0.725302;0.070938;0.684766
399.11;158.96;36.83;1.11;0.817367;-0.153349;0.555333
398.12;165.59;38.99;1.31;0.774681;0.026617;0.631792
397.79;167.45;39.53;1.32;0.653101;-0.308006;0.691803
396.70;172.53;40.84;1.25;0.724590;0.046977;0.687577
396.86;171.20;40.83;1.16;0.751616;0.052770;0.657486
396.45;172.52;41.04;1.30;0.752990;0.043960;0.656562
396.49;171.60;41.11;1.25;0.716165;0.127086;0.686263
396.35;172.45;41.37;1.15;0.693740;0.092401;0.714274
395.30;177.82;42.87;0.39;0.648923;0.020933;0.760566
396.29;169.56;41.29;1.30;0.768656;0.046887;0.637942
394.67;176.44;43.39;0.55;0.562526;0.057803;0.824756
394.64;175.32;43.67;0.47;0.285834;0.265725;0.920700
394.35;176.36;43.87;0.45;0.877353;-0.196114;0.437939
394.25;175.76;43.90;0.56;0.695361;-0.032441;0.717928
394.27;176.26;44.17;0.35;0.924611;-0.338135;0.175381
394.05;175.51;43.99;0.64;0.731095;-0.064890;0.679183
393.85;175.17;44.41;0.50;0.811373;-0.239548;0.533188
393.73;174.51;44.34;0.68;0.022553;0.439122;0.898144
390.33;183.12;45.42;0.78;0.292123;0.382938;0.876369
395.06;166.89;43.31;0.61;0.223348;-0.231570;0.946832
394.93;168.46;43.97;0.29;0.354680;-0.040275;0.934120
394.44;167.77;43.69;0.80;0.226772;-0.285929;0.931031
394.60;168.23;44.09;0.45;-0.001268;-0.368984;0.929435
393.69;168.43;44.11;1.04;0.437081;-0.164087;0.884328
389.10;182.25;46.42;1.64;0.405368;0.243819;0.881039
393.83;167.16;44.18;0.85;0.502829;-0.089235;0.859767
389.01;181.57;46.65;1.89;0.441974;0.281816;0.851609
393.23;167.50;44.56;0.98;0.636591;-0.219460;0.739317
390.53;169.00;47.97;0.33;0.379269;-0.079633;0.921853
390.40;167.64;47.85;0.42;0.161398;-0.100722;0.981736
393.33;151.77;41.32;0.44;-0.122059;-0.413877;0.902113
390.09;166.81;47.87;0.78;0.639055;-0.152588;0.753874
390.05;166.52;48.10;0.85;0.882832;-0.170167;0.437780
392.83;151.46;41.59;0.50;0.663508;-0.107876;0.740351
389.97;165.55;47.85;0.91;0.846611;-0.104928;0.521766
390.04;166.11;48.28;0.94;0.976890;-0.082122;0.197339
390.75;161.59;46.51;0.48;-0.133553;-0.455229;0.880301
390.02;164.25;48.02;0.98;0.998581;0.015587;0.050916
390.99;157.22;44.78;0.87;0.281951;-0.384478;0.879022
390.94;157.50;44.91;0.87;0.214526;-0.313975;0.924877
390.32;160.30;46.17;0.84;0.713253;-0.143254;0.686111
390.13;161.82;46.99;0.77;0.978611;-0.024790;0.204222
391.63;153.96;43.69;0.48;0.960579;0.137226;0.241778
391.20;155.76;44.47;0.63;0.911147;0.006499;0.412031
391.12;156.03;44.57;0.70;0.929881;0.073167;0.360512
390.90;156.99;45.01;0.72;0.823861;-0.112278;0.555559
390.81;157.33;45.15;0.74;0.867647;-0.020304;0.496765
390.45;159.89;46.52;0.46;0.989570;0.124131;-0.073087
390.94;157.14;45.62;0.27;0.956924;0.285176;-0.054500
389.29;157.56;46.33;1.55;0.301955;-0.278615;0.911700
388.99;158.35;46.60;1.81;0.498806;-0.132336;0.856551
390.13;153.69;44.90;0.44;0.217586;-0.284968;0.933515
389.97;153.94;44.93;0.58;0.398444;-0.071585;0.914395
389.44;154.58;45.42;0.69;0.660598;-0.023843;0.750361
388.95;156.19;46.10;1.26;0.733618;-0.143108;0.664323
390.44;148.49;42.46;0.39;0.227662;-0.418124;0.879399
389.93;150.50;43.44;0.66;0.294437;-0.342264;0.892279
388.95;155.34;46.02;0.76;0.666285;-0.139875;0.732462
388.91;152.22;44.76;0.80;0.602189;-0.278056;0.748367
388.35;155.61;46.74;1.38;0.587191;-0.144930;0.796368
389.27;149.08;43.24;0.68;0.583506;-0.367756;0.724070
388.28;153.14;45.89;0.60;0.464860;-0.305211;0.831114
387.55;155.10;47.21;1.73;0.716143;-0.196437;0.669740
389.21;145.21;41.54;1.77;0.686750;-0.280143;0.670742
388.22;150.62;44.85;0.62;0.559085;-0.301046;0.772525
388.02;149.85;44.56;0.70;0.598455;-0.300030;0.742855
388.45;146.49;42.73;0.59;0.561437;-0.362900;0.743701
386.70;153.08;46.98;1.00;0.276230;-0.338271;0.899594
386.64;151.76;46.41;0.76;0.393621;-0.222610;0.891912
387.33;145.67;43.07;0.84;0.587470;-0.437690;0.680666
387.30;145.95;43.28;0.63;0.569802;-0.466201;0.676744
386.05;149.74;46.03;1.19;0.638740;-0.275566;0.718383
386.29;149.87;45.83;0.98;0.541119;-0.362371;0.758866
389.93;150.18;43.32;0.65;0.411146;-0.291929;0.863560
387.90;151.94;45.62;0.67;0.603036;-0.379567;0.701624
385.63;193.43;43.86;1.73;0.456353;0.456353;0.763861
392.73;190.43;40.10;0.91;0.757001;0.049896;0.651506
390.14;188.54;43.56;0.75;0.873073;-0.074037;0.481936
386.64;188.83;45.29;1.37;0.728125;0.206483;0.653605
386.50;188.87;45.65;1.16;0.795311;0.141753;0.589395
402.55;176.20;33.38;1.10;0.616661;0.101068;0.780714
401.77;174.25;34.36;1.37;0.809192;0.067076;0.583703
397.73;174.92;39.63;1.15;0.728148;0.182420;0.660699
403.01;172.12;33.55;0.91;0.685317;0.104640;0.720688
400.26;172.52;36.85;1.17;0.787274;0.046643;0.614837
409.06;168.83;23.57;0.38;0.884909;-0.009287;0.465672
403.50;170.03;32.96;0.88;0.748879;-0.058708;0.660102
402.17;170.17;34.15;1.32;0.841304;-0.004064;0.540548
396.48;171.02;41.08;1.29;0.697926;-0.041222;0.714983
396.19;171.05;41.35;1.32;0.740750;0.001379;0.671779
404.20;150.70;26.01;0.55;0.735877;-0.391703;0.552317
403.22;151.07;28.52;0.32;0.835518;-0.152316;0.527929
387.52;153.13;46.54;0.52;0.732695;-0.307571;0.607090
387.90;151.34;45.39;0.62;0.471258;-0.458122;0.753684
389.74;149.51;43.20;0.62;0.642093;-0.403175;0.652048
401.42;144.43;26.83;1.77;0.826818;-0.298530;0.476710
400.37;144.60;28.24;0.76;0.599507;-0.181530;0.779512
386.56;144.82;43.44;1.34;0.882444;-0.148759;0.446277
393.49;147.75;39.76;0.39;0.910107;-0.027739;0.413445
399.95;148.80;30.80;1.03;0.844462;-0.255944;0.470508
401.18;150.20;30.12;0.89;0.731869;-0.282224;0.620255
389.27;150.24;44.03;0.52;0.623633;-0.198639;0.756059
386.09;150.04;46.04;1.17;0.571240;-0.273752;0.773786
403.73;151.54;27.48;0.51;0.961620;-0.177591;0.209162
388.96;151.53;44.49;0.75;0.610706;-0.271249;0.743951
387.71;151.50;45.67;0.59;0.733611;-0.352979;0.580707
403.93;152.91;27.83;0.60;0.740554;-0.341919;0.578507
403.66;152.92;28.26;0.62;0.798030;-0.467257;0.380550
401.08;152.95;31.55;1.12;0.652173;-0.318804;0.687775
391.49;154.35;44.09;0.36;0.946369;0.322195;-0.024007
390.03;154.25;44.98;0.58;0.275966;-0.152118;0.949054
403.40;155.68;30.27;0.61;0.960616;-0.115378;0.252794
402.99;155.71;31.04;0.59;0.699052;-0.210183;0.683483
391.38;155.56;43.96;0.83;0.666336;-0.176158;0.724545
395.69;172.11;41.87;1.25;0.044013;0.991979;0.118496
392.73;171.99;45.39;0.65;0.136592;0.736999;0.661948
396.68;172.83;40.87;1.23;0.727331;0.050013;0.684462
393.15;172.68;44.98;0.70;0.344566;0.356817;0.868306
407.45;173.82;26.06;0.71;0.755354;-0.012520;0.655197
398.57;173.55;38.73;1.21;0.765514;0.085703;0.637686
407.40;174.43;26.14;0.68;0.751628;0.162473;0.639263
403.70;174.37;32.28;0.94;0.763275;0.067559;0.642531
393.45;173.90;44.54;0.78;0.274125;0.254240;0.927479
408.32;175.05;24.84;0.38;0.675591;0.126766;0.726297
399.77;174.76;37.06;1.28;0.778834;0.116751;0.616269
397.38;174.65;39.98;1.17;0.767346;0.061675;0.638260
407.56;175.55;25.65;0.64;0.794197;0.106770;0.598207
393.76;174.98;44.19;0.74;-0.122655;0.198525;0.972391
399.82;175.78;36.96;1.23;0.782819;0.113516;0.611808
407.85;176.54;25.02;0.53;0.770864;0.158397;0.616993
407.30;176.96;25.85;0.65;0.815441;0.118583;0.566563
400.78;176.70;35.38;1.32;0.800514;0.040799;0.597924
398.99;176.61;37.71;1.30;0.863105;-0.009425;0.504937
407.89;177.40;24.92;0.47;0.781239;0.161688;0.602929
403.21;177.24;32.44;0.96;0.702977;0.169263;0.690778
399.12;177.01;37.42;1.34;0.821795;0.034763;0.568721
408.48;177.82;23.92;0.26;0.634296;0.222861;0.740272
399.65;177.42;36.85;1.24;0.878854;-0.091401;0.468253
394.66;177.16;43.47;0.42;0.848934;-0.138810;0.509945
408.30;178.81;23.77;0.35;0.805196;0.190264;0.561658
402.90;178.56;32.15;1.17;0.745908;0.130048;0.653230
399.93;178.68;36.04;1.32;0.955969;-0.196542;0.217934
404.25;179.23;30.74;0.73;0.717359;0.130293;0.684412
407.49;179.59;24.62;0.64;0.687840;0.126825;0.714697
400.09;179.42;35.76;1.24;0.995400;-0.094028;0.018373
406.86;180.03;25.49;0.77;0.805157;0.137900;0.576807
406.88;180.43;25.44;0.70;0.798548;0.180317;0.574288
401.16;180.07;33.91;1.39;0.847464;0.216020;0.484913
403.68;180.47;31.39;0.61;0.679464;0.133493;0.721462
389.02;179.74;47.31;1.90;0.250035;0.399757;0.881860
400.56;181.08;34.39;1.39;0.809391;0.166683;0.563120
406.90;181.96;24.62;0.72;0.855952;0.167051;0.489327
400.37;181.46;34.74;1.27;0.984110;-0.116840;-0.133704
404.01;182.71;30.45;0.41;0.824451;0.124473;0.552075
389.46;181.27;46.73;1.43;0.143238;0.404186;0.903392
403.40;182.90;30.94;0.59;0.426050;0.231711;0.874523
401.40;182.92;32.31;1.53;0.835198;0.230557;0.499287
403.93;183.74;30.29;0.31;0.744062;0.152435;0.650488
406.48;184.22;24.64;0.57;0.845712;0.193778;0.497213
400.62;183.65;33.53;1.28;0.976333;0.128761;0.173765
406.39;184.49;24.74;0.53;0.823019;0.137416;0.551142
400.92;184.24;33.58;0.88;0.977532;-0.179648;0.110267
401.18;184.51;31.97;1.52;0.802647;0.274879;0.529339
401.48;184.82;31.36;1.53;0.699499;0.286523;0.654680
400.93;185.04;32.35;1.35;0.981247;0.060954;0.182863
389.91;184.02;45.26;0.89;0.437975;0.402681;0.803757
387.50;183.72;47.42;0.77;0.860032;-0.092400;0.501804
400.98;185.56;31.90;1.41;0.824283;0.323094;0.464940
390.52;184.56;44.59;0.87;0.376138;0.452966;0.808296
401.16;186.28;31.45;1.32;0.788052;0.265830;0.555255
388.13;184.67;46.26;0.96;0.762825;0.009691;0.646532
400.91;186.45;31.36;1.50;0.808022;0.246594;0.535062
387.83;184.82;46.54;0.91;0.793208;-0.097514;0.601092
389.03;185.76;45.47;0.77;0.788696;-0.012431;0.614658
400.78;187.70;30.59;1.64;0.667038;0.297354;0.683111
389.37;186.03;44.79;1.03;0.782165;0.035106;0.622081
388.66;185.93;45.82;0.68;0.787556;-0.067423;0.612544
388.44;185.73;46.07;0.66;0.803048;-0.091157;0.588902
387.94;185.53;46.63;0.55;0.817824;-0.020687;0.575097
406.12;187.64;23.59;0.39;0.976335;0.054442;0.209301
387.67;183.87;47.05;0.82;0.819340;-0.029114;0.572568
400.58;182.48;35.43;0.50;0.973694;0.054976;0.221128
406.58;182.81;25.01;0.67;0.744178;0.405766;0.530617
400.89;181.41;34.01;1.28;0.829696;0.188225;0.525524
390.30;179.22;47.35;0.67;0.463831;0.238759;0.853144
400.73;177.19;35.34;1.31;0.809240;0.131668;0.572533
407.50;177.34;25.43;0.62;0.871094;0.134348;0.472384
407.41;176.46;25.81;0.62;0.837276;0.105563;0.536493
393.69;174.51;44.88;0.32;0.830139;-0.557515;0.006816
397.09;174.14;40.22;1.28;0.677763;0.085996;0.730235
401.88;173.93;34.39;1.28;0.807053;0.032059;0.589608
398.93;173.52;38.26;1.28;0.746591;0.139704;0.650450
403.22;157.85;31.31;0.73;0.798218;-0.196884;0.569284
400.15;157.48;34.82;1.18;0.810268;-0.153697;0.565546
408.05;157.71;22.98;0.28;0.794550;-0.248199;0.554155
402.52;157.20;31.95;0.84;0.552607;-0.269219;0.788763
399.33;156.83;35.89;1.07;0.759932;-0.212038;0.614446
398.94;156.78;36.21;1.15;0.735885;-0.233789;0.635466
391.55;155.87;44.16;0.65;0.437500;-0.424585;0.792667
389.74;155.62;45.70;0.60;-0.253276;-0.480458;0.839650
406.97;157.06;24.68;0.45;0.915820;-0.156154;0.369986
406.25;157.02;26.26;0.40;0.639492;-0.192618;0.744277
405.97;156.97;26.37;0.57;0.345671;0.121600;0.930443
402.80;156.69;31.60;0.67;0.590466;-0.267530;0.761432
402.82;156.16;31.38;0.65;0.609742;-0.289667;0.737772
401.77;156.02;32.26;1.03;0.626403;-0.237060;0.742578
387.74;154.26;46.63;1.05;0.792566;-0.234203;0.563017
386.89;154.15;47.32;1.58;0.435468;-0.284670;0.854009
402.41;155.58;31.33;0.89;0.622016;-0.289421;0.727551
399.44;155.25;35.12;1.04;0.782837;-0.231894;0.577401
391.69;154.30;43.26;0.83;0.663794;-0.241236;0.707942
391.54;154.29;43.53;0.73;0.879687;-0.014728;0.475325
387.67;153.75;46.58;0.80;0.905961;-0.155023;0.393958
387.19;153.69;47.03;0.99;0.493225;-0.272285;0.826190
406.89;155.48;24.06;0.42;0.741239;-0.554702;0.377983
403.14;155.19;30.73;0.50;0.804394;-0.154288;0.573711
402.59;155.11;31.20;0.68;0.539721;-0.233518;0.808808
392.00;153.86;42.97;0.76;0.611423;-0.282563;0.739135
388.04;153.31;46.03;0.68;0.468802;-0.248908;0.847508
387.00;153.17;46.94;0.81;0.360442;-0.345104;0.866594
406.95;154.98;23.62;0.38;0.832347;-0.217597;0.509755
406.04;154.93;25.57;0.34;0.507131;-0.117030;0.853887
403.52;154.70;29.32;0.73;0.867923;0.187779;0.459836
392.19;153.41;42.63;0.71;0.634102;-0.265401;0.726277
407.08;154.53;23.30;0.30;0.829374;-0.178473;0.529420
400.96;153.96;32.38;1.03;0.814007;-0.324022;0.482082
391.97;152.97;43.37;0.26;0.938693;0.331539;0.094535
387.60;151.87;45.60;0.81;0.718949;-0.396492;0.570882
403.15;153.35;29.83;0.44;0.793195;-0.299229;0.530380
401.32;153.11;31.36;1.08;0.613822;-0.257206;0.746370
400.75;153.04;32.04;1.12;0.805860;-0.335378;0.487967
392.20;152.10;42.27;0.57;0.959153;0.223582;0.173309
392.18;152.12;42.57;0.40;0.966871;0.255196;0.005991
387.61;151.48;45.96;0.45;0.783095;-0.238198;0.574477
401.29;152.70;31.45;0.93;0.607157;-0.293166;0.738521
392.21;151.71;42.30;0.45;0.987642;0.132703;0.083380
389.31;151.27;43.96;0.89;0.645327;-0.283432;0.709380
388.92;151.23;44.40;0.75;0.615801;-0.247266;0.748096
387.71;151.06;45.34;0.72;0.712239;-0.332595;0.618139
